Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2021-12-25 23:14:11,2021-12-26 22:39:19,UTC+01:00,2021-12-25 23:14:11,2021-12-26 07:38:05,90,13.3,465,496,230,78,157,31,517,46,94,90,false
2021-12-24 23:46:06,2021-12-25 23:14:11,UTC+01:00,2021-12-24 23:46:06,2021-12-25 07:32:13,80,13.5,424,463,187,71,166,39,527,51,92,81,false
2021-12-23 23:04:58,2021-12-24 23:46:06,UTC+01:00,2021-12-23 23:04:58,2021-12-24 07:06:44,83,13.6,450,479,238,78,134,29,542,45,94,83,false
2021-12-22 23:08:56,2021-12-23 23:04:58,UTC+01:00,2021-12-22 23:08:56,2021-12-23 07:00:49,85,13.5,439,470,130,113,196,31,518,46,94,72,false
2021-12-21 22:19:05,2021-12-22 23:08:56,UTC+01:00,2021-12-21 22:19:05,2021-12-22 06:10:12,80,13.6,430,471,201,85,144,41,537,51,92,75,false
2021-12-20 22:06:01,2021-12-21 22:19:05,UTC+01:00,2021-12-20 22:06:01,2021-12-21 06:06:07,83,13.2,425,460,206,84,135,35,512,30,94,68,false
2021-12-19 20:35:33,2021-12-20 22:06:01,UTC+01:00,2021-12-19 20:35:33,2021-12-20 06:00:23,90,13.6,501,564,207,83,211,63,555,84,88,48,false
2021-12-19 01:31:47,2021-12-19 20:35:33,UTC+01:00,2021-12-19 01:31:47,2021-12-19 08:10:27,64,13.7,361,387,118,84,159,26,566,51,93,42,false
2021-12-17 21:37:38,2021-12-19 01:31:47,UTC+01:00,2021-12-17 21:37:38,2021-12-18 05:02:27,78,13.3,421,437,143,107,171,16,537,51,96,94,false
2021-12-16 22:21:49,2021-12-17 21:37:38,UTC+01:00,2021-12-16 22:21:49,2021-12-17 06:05:13,78,13.3,423,463,150,100,173,40,545,30,92,89,false
2021-12-15 21:44:02,2021-12-16 22:21:49,UTC+01:00,2021-12-15 21:44:02,2021-12-16 06:02:42,90,13.1,467,498,264,67,136,31,517,35,93,89,false
2021-12-14 21:39:34,2021-12-15 21:44:02,UTC+01:00,2021-12-14 21:39:34,2021-12-15 06:00:33,85,13.4,462,495,266,77,119,33,544,39,94,83,false
2021-12-13 21:27:50,2021-12-14 21:39:34,UTC+01:00,2021-12-13 21:27:50,2021-12-14 05:58:44,87,13.5,466,510,190,105,171,44,538,39,92,75,false
2021-12-12 22:12:22,2021-12-13 21:27:50,UTC+01:00,2021-12-12 22:12:22,2021-12-13 05:58:20,83,13.8,433,466,203,83,147,33,522,0,92,83,false
2021-12-11 22:40:20,2021-12-12 22:12:22,UTC+01:00,2021-12-11 22:40:20,2021-12-12 07:49:06,100,13.5,518,545,259,109,150,27,520,30,95,81,false
2021-12-10 22:16:21,2021-12-11 22:40:20,UTC+01:00,2021-12-10 22:16:21,2021-12-11 07:39:45,90,13.6,508,560,274,93,141,52,567,51,92,79,false
2021-12-09 22:07:35,2021-12-10 22:16:21,UTC+01:00,2021-12-09 22:07:35,2021-12-10 06:01:51,83,13.5,441,472,230,87,124,31,532,51,93,94,false
2021-12-08 22:06:12,2021-12-09 22:07:35,UTC+01:00,2021-12-08 22:06:12,2021-12-09 06:02:13,83,13.1,438,468,244,64,130,30,529,51,94,90,false
2021-12-07 21:48:23,2021-12-08 22:06:12,UTC+01:00,2021-12-07 21:48:23,2021-12-08 06:06:16,83,13.5,457,497,177,117,163,40,550,48,91,86,false
2021-12-06 22:05:14,2021-12-07 21:48:23,UTC+01:00,2021-12-06 22:05:14,2021-12-07 06:04:49,84,13.7,448,478,194,85,169,30,531,48,96,86,false
2021-12-05 21:35:11,2021-12-06 22:05:14,UTC+01:00,2021-12-05 21:35:11,2021-12-06 06:33:24,84,13.7,497,534,237,104,156,37,593,54,93,83,false
2021-12-04 22:53:46,2021-12-05 21:35:11,UTC+01:00,2021-12-04 22:53:46,2021-12-05 07:00:04,82,13.5,453,485,197,98,158,32,550,30,93,75,false
2021-12-03 22:03:40,2021-12-04 22:53:46,UTC+01:00,2021-12-03 22:03:40,2021-12-04 07:19:31,90,13.5,513,554,196,117,200,41,571,48,92,78,false
2021-12-02 21:03:59,2021-12-03 22:03:40,UTC+01:00,2021-12-02 21:03:59,2021-12-03 06:00:17,84,13.6,448,536,190,84,174,88,531,51,83,88,false
2021-12-01 21:27:11,2021-12-02 21:03:59,UTC+01:00,2021-12-01 21:27:11,2021-12-02 06:03:46,83,13.4,474,501,169,106,199,27,570,57,94,84,false
2021-11-30 22:01:11,2021-12-01 21:27:11,UTC+01:00,2021-11-30 22:01:11,2021-12-01 06:01:28,81,13.4,456,478,169,107,180,22,561,51,95,82,false
2021-11-29 22:16:48,2021-11-30 22:01:11,UTC+01:00,2021-11-29 22:16:48,2021-11-30 06:00:31,83,13.3,442,463,191,93,158,21,534,48,97,76,false
2021-11-28 21:52:27,2021-11-29 22:16:48,UTC+01:00,2021-11-28 21:52:27,2021-11-29 06:00:11,84,13.5,462,487,203,90,169,25,552,77,94,65,false
2021-11-27 23:59:09,2021-11-28 21:52:27,UTC+01:00,2021-11-27 23:59:09,2021-11-28 07:51:30,67,14.1,419,472,241,67,111,53,622,79,90,69,false
2021-11-26 23:54:40,2021-11-27 23:59:09,UTC+01:00,2021-11-26 23:54:40,2021-11-27 06:49:47,66,14.0,377,410,167,74,136,33,570,63,92,69,false
2021-11-25 22:35:35,2021-11-26 23:54:40,UTC+01:00,2021-11-25 22:35:35,2021-11-26 05:59:34,73,13.5,396,429,194,83,119,33,546,45,92,84,false
2021-11-24 21:07:45,2021-11-25 22:35:35,UTC+01:00,2021-11-24 21:07:45,2021-11-25 05:55:06,85,13.5,472,525,257,78,137,53,558,45,90,87,false
2021-11-23 21:47:20,2021-11-24 21:07:45,UTC+01:00,2021-11-23 21:47:20,2021-11-24 06:02:12,85,13.4,449,495,212,91,146,46,525,36,91,87,false
2021-11-22 21:41:21,2021-11-23 21:47:20,UTC+01:00,2021-11-22 21:41:21,2021-11-23 06:04:49,88,13.6,479,503,215,97,167,24,546,54,95,79,false
2021-11-21 21:47:36,2021-11-22 21:41:21,UTC+01:00,2021-11-21 21:47:36,2021-11-22 06:02:16,82,13.9,462,494,195,103,164,32,561,33,93,78,false
2021-11-20 22:12:51,2021-11-21 21:47:36,UTC+01:00,2021-11-20 22:12:51,2021-11-21 07:16:52,89,13.6,513,543,287,63,163,30,573,67,94,78,false
2021-11-19 23:59:25,2021-11-20 22:12:51,UTC+01:00,2021-11-19 23:59:25,2021-11-20 07:30:29,71,13.5,410,450,164,109,137,40,575,72,91,69,false
2021-11-18 22:40:18,2021-11-19 23:59:25,UTC+01:00,2021-11-18 22:40:18,2021-11-19 06:00:31,69,13.3,390,439,136,89,165,49,564,49,92,92,false
2021-11-17 22:37:44,2021-11-18 22:40:18,UTC+01:00,2021-11-17 22:37:44,2021-11-18 06:26:42,79,13.2,427,451,178,61,188,24,543,56,97,89,false
2021-11-16 22:36:13,2021-11-17 22:37:44,UTC+01:00,2021-11-16 22:36:13,2021-11-17 06:03:02,76,13.3,418,446,178,85,155,28,553,49,93,83,false
2021-11-15 22:11:28,2021-11-16 22:36:13,UTC+01:00,2021-11-15 22:11:28,2021-11-16 06:12:58,79,13.5,436,480,169,94,173,44,552,49,92,78,false
2021-11-14 22:16:16,2021-11-15 22:11:28,UTC+01:00,2021-11-14 22:16:16,2021-11-15 06:07:37,79,13.5,435,470,211,84,140,35,553,60,92,71,false
2021-11-14 00:17:38,2021-11-14 22:16:16,UTC+01:00,2021-11-14 00:17:38,2021-11-14 07:54:09,74,13.6,434,456,139,137,158,22,587,44,95,64,false
2021-11-12 22:57:46,2021-11-14 00:17:38,UTC+01:00,2021-11-12 22:57:46,2021-11-13 07:03:13,81,13.4,437,482,186,83,168,45,542,45,90,79,false
2021-11-11 21:55:07,2021-11-12 22:57:46,UTC+01:00,2021-11-11 21:55:07,2021-11-12 05:56:06,85,13.4,456,480,189,87,180,24,537,44,95,89,false
2021-11-10 22:23:56,2021-11-11 21:55:07,UTC+01:00,2021-11-10 22:23:56,2021-11-11 06:16:37,81,13.6,439,473,172,90,177,34,544,56,93,85,false
2021-11-09 22:35:22,2021-11-10 22:23:56,UTC+01:00,2021-11-09 22:35:22,2021-11-10 06:11:30,76,13.5,422,454,170,93,159,32,554,21,93,79,false
2021-11-08 20:48:27,2021-11-09 22:35:22,UTC+01:00,2021-11-08 20:48:27,2021-11-09 06:15:38,93,13.6,503,563,207,101,195,60,540,39,89,67,false
2021-11-07 22:06:03,2021-11-08 20:48:27,UTC+01:00,2021-11-07 22:06:03,2021-11-08 06:10:45,87,13.5,464,484,269,64,131,20,535,42,96,76,false
2021-11-06 23:25:25,2021-11-07 22:06:03,UTC+01:00,2021-11-06 23:25:25,2021-11-07 07:46:31,82,13.8,429,494,147,95,187,65,524,51,87,76,false
2021-11-05 22:42:55,2021-11-06 23:25:25,UTC+01:00,2021-11-05 22:42:55,2021-11-06 07:31:32,83,13.4,487,527,192,103,192,40,586,67,92,74,false
2021-11-04 22:55:35,2021-11-05 22:42:55,UTC+01:00,2021-11-04 22:55:35,2021-11-05 06:02:13,71,13.8,376,426,243,30,103,50,530,42,90,82,false
2021-11-03 21:28:32,2021-11-04 22:55:35,UTC+01:00,2021-11-03 21:28:32,2021-11-04 06:00:20,86,13.6,484,511,204,105,175,27,565,39,94,90,false
2021-11-02 21:49:02,2021-11-03 21:28:32,UTC+01:00,2021-11-02 21:49:02,2021-11-03 05:45:17,83,13.5,446,476,199,73,174,30,539,36,94,91,false
2021-11-01 21:36:58,2021-11-02 21:49:02,UTC+01:00,2021-11-01 21:36:58,2021-11-02 06:06:28,88,13.6,469,508,201,100,168,39,535,18,92,87,false
2021-10-31 23:01:23,2021-11-01 22:36:58,UTC+02:00,2021-10-31 23:01:23,2021-11-01 07:16:56,94,13.7,478,494,235,109,134,16,508,33,96,80,false
2021-10-30 23:34:34,2021-10-31 23:01:23,UTC+02:00,2021-10-30 23:34:34,2021-10-31 07:59:38,89,13.6,473,505,217,74,182,32,531,51,93,69,false
2021-10-29 22:50:52,2021-10-30 23:34:34,UTC+02:00,2021-10-29 22:50:52,2021-10-30 06:59:47,83,13.6,451,489,197,84,170,38,547,63,92,80,false
2021-10-28 22:13:48,2021-10-29 22:50:52,UTC+02:00,2021-10-28 22:13:48,2021-10-29 06:08:21,79,13.5,437,474,213,65,159,37,554,58,92,92,false
2021-10-27 22:11:59,2021-10-28 22:13:48,UTC+02:00,2021-10-27 22:11:59,2021-10-28 06:02:51,75,13.4,436,467,196,94,146,31,578,54,93,87,false
2021-10-26 21:31:25,2021-10-27 22:11:59,UTC+02:00,2021-10-26 21:31:25,2021-10-27 06:02:59,82,14.2,458,511,228,58,172,53,556,58,91,78,false
2021-10-25 22:21:53,2021-10-26 21:31:25,UTC+02:00,2021-10-25 22:21:53,2021-10-26 06:03:23,75,13.5,415,457,223,65,127,42,555,63,91,82,false
2021-10-24 23:13:51,2021-10-25 22:21:53,UTC+02:00,2021-10-24 23:13:51,2021-10-25 06:10:33,73,13.5,370,416,201,65,104,46,508,27,91,77,false
2021-10-23 22:08:22,2021-10-24 23:13:51,UTC+02:00,2021-10-23 22:08:22,2021-10-24 07:47:10,91,14.0,549,573,277,111,161,24,601,58,95,77,false
2021-10-22 23:11:22,2021-10-23 22:08:22,UTC+02:00,2021-10-22 23:11:22,2021-10-23 06:59:37,75,13.5,418,468,178,88,152,50,556,53,89,82,false
2021-10-21 22:26:07,2021-10-22 23:11:22,UTC+02:00,2021-10-21 22:26:07,2021-10-22 06:00:30,77,13.6,420,453,198,83,139,33,544,58,93,89,false
2021-10-20 22:22:50,2021-10-21 22:26:07,UTC+02:00,2021-10-20 22:22:50,2021-10-21 05:49:10,75,13.6,403,436,174,78,151,33,536,60,92,85,false
2021-10-19 23:20:52,2021-10-20 22:22:50,UTC+02:00,2021-10-19 23:20:52,2021-10-20 06:47:45,74,13.5,410,447,164,92,154,37,551,51,92,81,false
2021-10-18 22:23:53,2021-10-19 23:20:52,UTC+02:00,2021-10-18 22:23:53,2021-10-19 06:02:27,78,13.3,422,459,216,52,154,37,545,49,92,81,false
2021-10-17 22:25:25,2021-10-18 22:23:53,UTC+02:00,2021-10-17 22:25:25,2021-10-18 06:02:12,79,13.5,427,456,220,59,148,29,543,44,93,85,false
2021-10-16 23:29:29,2021-10-17 22:25:25,UTC+02:00,2021-10-16 23:29:29,2021-10-17 07:22:44,81,13.5,425,472,160,103,162,47,526,9,90,77,false
2021-10-15 22:30:15,2021-10-16 23:29:29,UTC+02:00,2021-10-15 22:30:15,2021-10-16 07:22:53,97,13.5,495,530,224,98,173,35,509,18,93,81,false
2021-10-14 21:30:14,2021-10-15 22:30:15,UTC+02:00,2021-10-14 21:30:14,2021-10-15 06:18:33,94,13.7,474,527,239,120,115,53,504,30,90,84,false
2021-10-13 21:43:05,2021-10-14 21:30:14,UTC+02:00,2021-10-13 21:43:05,2021-10-14 07:11:26,90,13.6,524,567,294,91,139,43,584,60,92,84,false
2021-10-12 21:58:49,2021-10-13 21:43:05,UTC+02:00,2021-10-12 21:58:49,2021-10-13 06:10:19,80,13.5,458,480,210,113,135,22,570,57,95,89,false
2021-10-11 22:04:52,2021-10-12 21:58:49,UTC+02:00,2021-10-11 22:04:52,2021-10-12 06:16:36,81,13.4,456,490,214,106,136,34,565,57,92,84,false
2021-10-10 21:59:47,2021-10-11 22:04:52,UTC+02:00,2021-10-10 21:59:47,2021-10-11 06:09:00,81,13.4,435,488,149,102,184,53,538,63,90,80,false
2021-10-09 23:02:56,2021-10-10 21:59:47,UTC+02:00,2021-10-09 23:02:56,2021-10-10 07:03:08,79,13.2,436,479,153,95,188,43,549,67,93,90,false
2021-10-08 23:14:52,2021-10-09 23:02:56,UTC+02:00,2021-10-08 23:14:52,2021-10-09 07:01:52,71,13.3,417,462,126,86,205,45,583,72,91,85,false
2021-10-07 23:12:09,2021-10-08 23:14:52,UTC+02:00,2021-10-07 23:12:09,2021-10-08 06:10:30,69,13.5,398,418,187,76,135,20,580,56,96,89,false
2021-10-06 22:53:00,2021-10-07 23:12:09,UTC+02:00,2021-10-06 22:53:00,2021-10-07 06:13:03,76,13.4,413,437,159,86,168,24,544,60,96,86,false
2021-10-05 21:51:34,2021-10-06 22:53:00,UTC+02:00,2021-10-05 21:51:34,2021-10-06 06:10:37,80,13.3,481,498,252,87,142,17,601,79,96,81,false
2021-10-04 23:14:02,2021-10-05 21:51:34,UTC+02:00,2021-10-04 23:14:02,2021-10-05 06:00:29,66,13.4,372,405,153,90,129,33,562,42,94,83,false
2021-10-03 21:59:09,2021-10-04 23:14:02,UTC+02:00,2021-10-03 21:59:09,2021-10-04 06:16:53,86,13.6,462,497,194,100,168,35,536,53,92,77,false
2021-10-02 23:11:33,2021-10-03 21:59:09,UTC+02:00,2021-10-02 23:11:33,2021-10-03 07:32:36,77,13.5,453,501,188,109,156,48,592,65,91,73,false
2021-10-01 22:49:28,2021-10-02 23:11:33,UTC+02:00,2021-10-01 22:49:28,2021-10-02 06:25:00,72,13.7,404,455,173,101,130,51,562,24,89,79,false
2021-09-30 21:40:00,2021-10-01 22:49:28,UTC+02:00,2021-09-30 21:40:00,2021-10-01 06:36:19,92,13.7,494,536,246,81,167,42,536,51,92,76,false
2021-09-29 21:23:38,2021-09-30 21:40:00,UTC+02:00,2021-09-29 21:23:38,2021-09-30 06:10:45,78,13.6,497,522,239,105,153,25,641,131,95,67,false
2021-09-29 01:24:02,2021-09-29 21:23:38,UTC+02:00,2021-09-29 01:24:02,2021-09-29 06:15:44,44,13.7,254,291,86,70,98,37,571,53,91,61,false
2021-09-27 22:40:30,2021-09-29 01:24:02,UTC+02:00,2021-09-27 22:40:30,2021-09-28 06:00:13,77,13.6,395,439,203,80,112,44,511,27,90,89,false
2021-09-26 22:32:32,2021-09-27 22:40:30,UTC+02:00,2021-09-26 22:32:32,2021-09-27 07:15:53,91,13.5,486,522,207,85,194,36,534,46,93,86,false
2021-09-25 22:47:44,2021-09-26 22:32:32,UTC+02:00,2021-09-25 22:47:44,2021-09-26 06:31:15,80,13.4,424,456,255,56,113,32,531,36,93,78,false
2021-09-24 21:56:18,2021-09-25 22:47:44,UTC+02:00,2021-09-24 21:56:18,2021-09-25 07:12:36,88,13.8,487,555,199,107,181,68,550,33,88,84,false
2021-09-23 21:57:58,2021-09-24 21:56:18,UTC+02:00,2021-09-23 21:57:58,2021-09-24 06:09:00,89,13.9,451,489,260,83,108,38,508,27,92,87,false
2021-09-22 21:20:53,2021-09-23 21:57:58,UTC+02:00,2021-09-22 21:20:53,2021-09-23 06:34:00,91,13.8,484,553,219,119,146,69,532,6,87,83,false
2021-09-21 20:37:00,2021-09-22 21:20:53,UTC+02:00,2021-09-21 20:37:00,2021-09-22 06:33:05,98,13.6,535,596,231,109,195,61,545,48,91,69,false
2021-09-20 21:42:18,2021-09-21 20:37:00,UTC+02:00,2021-09-20 21:42:18,2021-09-21 06:09:58,84,13.4,453,499,219,82,152,46,543,33,90,69,false
2021-09-19 21:56:49,2021-09-20 21:42:18,UTC+02:00,2021-09-19 21:56:49,2021-09-20 06:00:23,89,13.2,454,483,253,71,130,29,512,36,95,73,false
2021-09-18 23:17:01,2021-09-19 21:56:49,UTC+02:00,2021-09-18 23:17:01,2021-09-19 08:05:33,88,13.3,486,528,151,116,219,42,550,57,92,82,false
2021-09-17 23:33:55,2021-09-18 23:17:01,UTC+02:00,2021-09-17 23:33:55,2021-09-18 07:52:28,81,13.6,449,498,183,94,172,49,552,74,92,73,false
2021-09-16 23:27:04,2021-09-17 23:33:55,UTC+02:00,2021-09-16 23:27:04,2021-09-17 06:45:49,68,13.4,402,438,136,119,147,36,589,53,91,76,false
2021-09-15 22:25:49,2021-09-16 23:27:04,UTC+02:00,2021-09-15 22:25:49,2021-09-16 06:31:20,77,13.5,440,484,221,79,140,44,570,58,93,84,false
2021-09-14 21:59:00,2021-09-15 22:25:49,UTC+02:00,2021-09-14 21:59:00,2021-09-15 05:48:49,75,13.5,422,469,183,48,191,47,560,48,91,86,false
2021-09-13 21:24:01,2021-09-14 21:59:00,UTC+02:00,2021-09-13 21:24:01,2021-09-14 06:00:21,84,13.6,467,515,234,76,157,48,556,67,93,80,false
2021-09-12 22:35:39,2021-09-13 21:24:01,UTC+02:00,2021-09-12 22:35:39,2021-09-13 05:45:17,71,13.7,389,429,166,83,140,40,544,48,90,81,false
2021-09-11 21:26:46,2021-09-12 22:35:39,UTC+02:00,2021-09-11 21:26:46,2021-09-12 07:07:38,84,13.9,518,579,192,122,204,61,614,72,89,79,false
2021-09-10 23:22:41,2021-09-11 21:26:46,UTC+02:00,2021-09-10 23:22:41,2021-09-11 06:13:40,69,13.8,365,400,180,63,122,35,528,49,91,80,false
2021-09-09 21:44:46,2021-09-10 23:22:41,UTC+02:00,2021-09-09 21:44:46,2021-09-10 06:12:01,79,13.9,455,507,197,97,161,52,575,49,89,84,false
2021-09-08 22:19:51,2021-09-09 21:44:46,UTC+02:00,2021-09-08 22:19:51,2021-09-09 07:03:43,79,13.8,466,522,220,80,166,56,587,51,91,84,false
2021-09-07 21:48:54,2021-09-08 22:19:51,UTC+02:00,2021-09-07 21:48:54,2021-09-08 06:15:58,83,13.7,463,506,195,108,160,43,560,63,92,82,false
2021-09-06 22:49:12,2021-09-07 21:48:54,UTC+02:00,2021-09-06 22:49:12,2021-09-07 06:15:44,73,13.4,433,446,212,77,144,13,596,67,97,88,false
2021-09-05 23:00:11,2021-09-06 22:49:12,UTC+02:00,2021-09-05 23:00:11,2021-09-06 06:16:12,71,13.6,391,436,221,51,119,45,550,42,89,83,false
2021-09-04 23:18:31,2021-09-05 23:00:11,UTC+02:00,2021-09-04 23:18:31,2021-09-05 07:16:25,82,13.5,443,475,206,95,142,32,541,42,93,76,false
2021-09-03 22:26:14,2021-09-04 23:18:31,UTC+02:00,2021-09-03 22:26:14,2021-09-04 06:31:05,82,13.4,444,484,157,109,178,40,539,45,92,85,false
2021-09-02 22:11:43,2021-09-03 22:26:14,UTC+02:00,2021-09-02 22:11:43,2021-09-03 06:00:00,85,13.5,422,468,212,104,106,46,494,9,90,85,false
2021-09-01 20:58:53,2021-09-02 22:11:43,UTC+02:00,2021-09-01 20:58:53,2021-09-02 07:00:23,97,13.6,552,600,263,104,185,48,571,36,91,79,false
2021-08-31 21:51:51,2021-09-01 20:58:53,UTC+02:00,2021-08-31 21:51:51,2021-09-01 06:44:18,88,13.7,494,532,235,121,138,38,561,48,93,83,false
2021-08-30 21:51:16,2021-08-31 21:51:51,UTC+02:00,2021-08-30 21:51:16,2021-08-31 06:24:00,84,13.3,469,511,239,83,147,42,558,51,93,72,false
2021-08-29 22:23:44,2021-08-30 21:51:16,UTC+02:00,2021-08-29 22:23:44,2021-08-30 06:02:42,83,13.8,410,449,169,78,163,39,494,6,94,80,false
2021-08-28 22:04:45,2021-08-29 22:23:44,UTC+02:00,2021-08-28 22:04:45,2021-08-29 07:44:03,98,13.8,516,578,307,51,158,62,529,58,89,69,false
2021-08-28 00:47:00,2021-08-28 22:04:45,UTC+02:00,2021-08-28 00:47:00,2021-08-28 08:12:06,75,13.8,425,444,196,72,157,19,569,89,96,72,false
2021-08-26 23:56:27,2021-08-28 00:47:00,UTC+02:00,2021-08-26 23:56:27,2021-08-27 06:47:15,62,13.5,354,409,134,94,126,55,567,39,88,84,false
2021-08-25 22:41:28,2021-08-26 23:56:27,UTC+02:00,2021-08-25 22:41:28,2021-08-26 07:26:42,87,13.7,488,524,195,112,181,36,560,58,93,79,false
2021-08-24 23:22:51,2021-08-25 22:41:28,UTC+02:00,2021-08-24 23:22:51,2021-08-25 07:40:15,75,13.8,443,497,132,118,193,54,592,72,91,76,false
2021-08-23 23:25:39,2021-08-24 23:22:51,UTC+02:00,2021-08-23 23:25:39,2021-08-24 07:00:00,69,13.4,417,454,172,76,169,37,605,93,91,64,false
2021-08-23 01:13:58,2021-08-23 23:25:39,UTC+02:00,2021-08-23 01:13:58,2021-08-23 07:00:41,60,13.6,315,339,156,65,94,24,521,49,92,62,false
2021-08-22 01:14:19,2021-08-23 01:13:58,UTC+02:00,2021-08-22 01:14:19,2021-08-22 08:00:15,79,13.9,372,405,206,77,89,33,473,0,91,48,false
2021-08-20 22:54:19,2021-08-22 01:14:19,UTC+02:00,2021-08-20 22:54:19,2021-08-21 07:53:49,100,16.9,486,533,285,58,143,47,292,0,91,39,false
2021-08-19 21:20:00,2021-08-20 22:54:19,UTC+02:00,2021-08-20 12:47:55,2021-08-20 15:53:55,38,16.9,180,186,142,23,15,6,471,0,97,,true
2021-08-19 21:20:00,2021-08-20 22:54:19,UTC+02:00,2021-08-19 21:20:00,2021-08-20 09:00:00,100,18.1,591,700,519,51,21,109,554,36,84,58,false
2021-08-18 21:33:11,2021-08-19 21:20:00,UTC+02:00,2021-08-18 21:33:11,2021-08-19 06:19:53,88,13.7,486,518,177,101,208,32,554,74,93,75,false
2021-08-17 23:40:46,2021-08-18 21:33:11,UTC+02:00,2021-08-17 23:40:46,2021-08-18 06:17:21,68,13.4,375,394,112,95,168,19,548,66,95,86,false
2021-08-16 22:55:01,2021-08-17 23:40:46,UTC+02:00,2021-08-16 22:55:01,2021-08-17 06:38:09,78,13.6,432,463,207,68,157,31,552,67,93,88,false
2021-08-15 22:45:06,2021-08-16 22:55:01,UTC+02:00,2021-08-15 22:45:06,2021-08-16 06:00:23,71,13.7,391,434,170,62,159,43,548,53,92,87,false
2021-08-14 23:34:52,2021-08-15 22:45:06,UTC+02:00,2021-08-14 23:34:52,2021-08-15 06:59:54,77,13.3,420,444,163,82,175,24,548,66,94,86,false
2021-08-13 23:09:33,2021-08-14 23:34:52,UTC+02:00,2021-08-13 23:09:33,2021-08-14 07:11:17,78,13.4,433,480,203,81,149,47,552,72,90,87,false
2021-08-12 22:58:42,2021-08-13 23:09:33,UTC+02:00,2021-08-12 22:58:42,2021-08-13 06:00:14,69,13.6,392,421,164,77,151,29,568,57,93,87,false
2021-08-11 23:02:02,2021-08-12 22:58:42,UTC+02:00,2021-08-11 23:02:02,2021-08-12 06:59:12,81,13.7,439,476,186,88,165,37,542,63,92,84,false
2021-08-10 22:35:10,2021-08-11 23:02:02,UTC+02:00,2021-08-10 22:35:10,2021-08-11 06:00:21,73,13.6,403,444,208,69,126,41,550,58,91,84,false
2021-08-09 22:49:36,2021-08-10 22:35:10,UTC+02:00,2021-08-09 22:49:36,2021-08-10 07:07:23,75,13.6,438,495,145,114,179,57,582,39,90,82,false
2021-08-08 21:48:08,2021-08-09 22:49:36,UTC+02:00,2021-08-08 21:48:08,2021-08-09 06:00:21,87,13.3,454,491,148,118,188,37,523,15,92,70,false
2021-08-07 22:59:51,2021-08-08 21:48:08,UTC+02:00,2021-08-07 22:59:51,2021-08-08 07:54:09,95,13.7,500,534,201,97,202,34,528,57,93,79,false
2021-08-06 23:23:08,2021-08-07 22:59:51,UTC+02:00,2021-08-06 23:23:08,2021-08-07 07:11:06,81,13.5,438,466,184,106,148,28,542,65,93,77,false
2021-08-05 22:47:13,2021-08-06 23:23:08,UTC+02:00,2021-08-05 22:47:13,2021-08-06 06:00:13,72,13.4,408,433,135,85,188,25,565,65,94,92,false
2021-08-04 22:27:10,2021-08-05 22:47:13,UTC+02:00,2021-08-04 22:27:10,2021-08-05 06:09:18,72,13.4,416,457,134,107,175,41,577,66,91,88,false
2021-08-03 22:17:06,2021-08-04 22:27:10,UTC+02:00,2021-08-03 22:17:06,2021-08-04 06:09:33,78,13.5,429,462,147,102,180,33,549,58,92,79,false
2021-08-02 22:24:35,2021-08-03 22:17:06,UTC+02:00,2021-08-02 22:24:35,2021-08-03 06:01:03,75,13.2,425,455,145,101,179,30,568,58,93,74,false
2021-08-01 23:09:23,2021-08-02 22:24:35,UTC+02:00,2021-08-01 23:09:23,2021-08-02 06:08:51,75,13.8,388,414,154,74,160,26,517,42,93,80,false
2021-07-31 23:23:54,2021-08-01 23:09:23,UTC+02:00,2021-07-31 23:23:54,2021-08-01 08:05:00,86,13.6,475,521,192,110,173,46,554,48,91,77,false
2021-07-30 23:38:07,2021-07-31 23:23:54,UTC+02:00,2021-07-30 23:38:07,2021-07-31 08:00:24,84,13.5,446,501,224,74,148,55,532,58,90,65,false
2021-07-29 22:17:42,2021-07-30 23:38:07,UTC+02:00,2021-07-29 22:17:42,2021-07-30 06:04:09,75,13.2,424,465,177,83,164,41,565,82,91,94,false
2021-07-28 22:36:05,2021-07-29 22:17:42,UTC+02:00,2021-07-28 22:36:05,2021-07-29 06:00:18,65,14.1,393,443,194,71,128,50,608,65,89,88,false
2021-07-27 22:18:49,2021-07-28 22:36:05,UTC+02:00,2021-07-27 22:18:49,2021-07-28 06:00:18,72,13.5,406,460,236,71,99,54,567,56,91,78,false
2021-07-26 22:25:45,2021-07-27 22:18:49,UTC+02:00,2021-07-26 22:25:45,2021-07-27 06:00:53,76,13.4,419,454,218,58,143,35,550,67,92,67,false
2021-07-25 22:52:21,2021-07-26 22:25:45,UTC+02:00,2021-07-25 22:52:21,2021-07-26 06:00:19,71,13.7,384,427,184,81,119,43,542,46,90,88,false
2021-07-25 00:03:23,2021-07-25 22:52:21,UTC+02:00,2021-07-25 00:03:23,2021-07-25 07:50:56,80,13.9,413,466,175,83,155,53,516,42,90,88,false
2021-07-23 23:27:23,2021-07-25 00:03:23,UTC+02:00,2021-07-23 23:27:23,2021-07-24 08:02:25,82,14.0,450,512,192,121,137,62,550,30,88,91,false
