Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2022-03-11 21:43:15,2022-03-12 22:11:11,UTC+01:00,80,53,85,35.10,97.95,20.4,4194,169,78,2022-03-11 21:43:15,2022-03-12 06:31:06,86,14.4,466,523,224,71,171,57,541,65,89,89
2022-03-10 22:28:51,2022-03-11 21:43:15,UTC+01:00,68,48,77,33.52,99.00,8.9,1965,143,69,2022-03-10 22:28:51,2022-03-11 06:02:29,72,12.9,418,450,166,94,158,32,577,60,94,92
2022-03-09 21:55:28,2022-03-10 22:28:51,UTC+01:00,57,48,74,34.19,96.37,16.8,3023,171,71,2022-03-09 21:55:28,2022-03-10 06:05:15,80,13.2,470,489,216,88,166,19,586,60,97,93
2022-03-08 21:55:02,2022-03-09 21:55:28,UTC+01:00,75,46,77,34.00,96.72,18.1,3164,178,70,2022-03-08 21:55:02,2022-03-09 05:53:21,80,12.8,442,469,220,91,131,27,554,75,94,88
2022-03-07 21:46:17,2022-03-08 21:55:02,UTC+01:00,51,49,71,34.30,97.23,10.1,2116,147,65,2022-03-07 21:46:17,2022-03-08 06:05:48,75,13.0,451,499,201,112,138,48,604,75,90,82
2022-03-06 22:26:31,2022-03-07 21:46:17,UTC+01:00,74,47,80,34.10,97.76,18.5,3262,172,71,2022-03-06 22:26:31,2022-03-07 06:06:26,75,12.9,420,459,179,108,133,39,563,88,91,84
2022-03-06 00:04:51,2022-03-06 22:26:31,UTC+01:00,48,46,69,34.14,99.06,8.0,1858,142,63,2022-03-06 00:04:51,2022-03-06 06:30:18,62,13.1,342,385,173,62,107,43,555,63,91,77
2022-03-04 23:02:04,2022-03-06 00:04:51,UTC+01:00,58,47,77,34.12,99.26,13.1,2497,160,68,2022-03-04 23:02:04,2022-03-05 06:25:06,73,13.4,408,443,227,87,94,35,561,58,92,84
2022-03-03 22:07:52,2022-03-04 23:02:04,UTC+01:00,38,49,66,33.94,97.67,14.8,2689,173,70,2022-03-03 22:07:52,2022-03-04 05:53:06,75,13.4,446,465,233,101,112,19,593,60,95,93
2022-03-02 22:08:59,2022-03-03 22:07:52,UTC+01:00,56,47,79,34.08,97.53,19.1,3686,171,74,2022-03-02 22:08:59,2022-03-03 05:50:25,74,13.1,422,461,222,72,128,39,570,63,93,87
2022-03-01 22:38:24,2022-03-02 22:08:59,UTC+01:00,46,49,73,34.50,98.82,15.4,2786,171,71,2022-03-01 22:38:24,2022-03-02 05:55:24,73,12.9,404,436,184,83,137,32,556,70,92,85
2022-02-28 22:21:58,2022-03-01 22:38:24,UTC+01:00,62,49,83,33.70,97.21,11.9,2307,157,66,2022-02-28 22:21:58,2022-03-01 05:46:51,70,13.1,409,442,167,102,140,33,581,44,92,79
2022-02-27 22:40:54,2022-02-28 22:21:58,UTC+01:00,73,47,87,33.70,98.50,19.7,3985,171,77,2022-02-27 22:40:54,2022-02-28 06:00:19,81,13.2,420,439,243,81,96,19,522,21,96,85
2022-02-26 22:42:23,2022-02-27 22:40:54,UTC+01:00,71,46,85,34.00,98.46,14.5,2591,166,68,2022-02-26 22:42:23,2022-02-27 07:35:56,93,13.1,483,534,216,90,177,51,518,30,90,81
2022-02-25 23:03:02,2022-02-26 22:42:23,UTC+01:00,80,46,87,33.61,98.83,12.3,2349,159,63,2022-02-25 23:03:02,2022-02-26 08:01:09,90,13.3,493,536,149,132,212,43,551,79,91,76
2022-02-24 23:12:13,2022-02-25 23:03:02,UTC+01:00,38,51,68,34.49,97.00,6.0,1820,137,63,2022-02-24 23:12:13,2022-02-25 06:29:10,66,13.7,408,436,201,101,106,28,615,79,94,86
2022-02-23 23:01:48,2022-02-24 23:12:13,UTC+01:00,84,47,89,33.60,99.44,19.4,3863,176,78,2022-02-23 23:01:48,2022-02-24 05:55:31,66,13.4,383,413,192,79,112,30,577,63,96,87
2022-02-22 22:29:32,2022-02-23 23:01:48,UTC+01:00,87,48,91,33.70,98.00,16.4,3142,161,73,2022-02-22 22:29:32,2022-02-23 05:55:23,73,13.5,422,444,200,79,143,22,582,56,95,89
2022-02-21 22:30:21,2022-02-22 22:29:32,UTC+01:00,72,47,83,33.60,95.57,18.1,3549,178,75,2022-02-21 22:30:21,2022-02-22 05:55:22,76,13.5,420,445,190,74,156,25,555,32,96,84
2022-02-20 22:22:50,2022-02-21 22:30:21,UTC+01:00,72,47,82,33.80,99.27,17.6,3195,170,69,2022-02-20 22:22:50,2022-02-21 05:59:40,86,13.4,423,454,225,89,109,31,489,15,93,77
2022-02-19 21:58:59,2022-02-20 22:22:50,UTC+01:00,86,46,88,33.80,99.04,7.8,1953,160,58,2022-02-19 21:58:59,2022-02-20 07:30:56,95,13.6,531,571,232,142,157,40,561,32,93,77
2022-02-18 21:33:59,2022-02-19 21:58:59,UTC+01:00,52,52,76,34.20,97.80,18.4,3372,171,73,2022-02-18 21:33:59,2022-02-19 06:32:28,86,13.7,490,538,257,113,120,48,572,39,93,84
2022-02-17 21:39:50,2022-02-18 21:33:59,UTC+01:00,68,47,82,34.00,98.32,19.0,4022,167,80,2022-02-17 21:39:50,2022-02-18 05:54:50,83,13.7,442,494,196,100,146,52,534,18,91,80
2022-02-16 20:31:44,2022-02-17 21:39:50,UTC+01:00,67,47,81,33.60,96.26,16.7,3234,189,72,2022-02-16 20:31:44,2022-02-17 06:04:56,94,13.7,527,573,236,85,206,46,559,65,91,76
2022-02-15 23:30:14,2022-02-16 20:31:44,UTC+01:00,68,48,80,33.80,97.25,13.3,2212,178,70,2022-02-15 23:30:14,2022-02-16 06:35:40,72,13.6,373,424,161,85,127,51,515,0,91,67
2022-02-14 20:08:27,2022-02-15 23:30:14,UTC+01:00,84,45,89,33.80,97.54,16.5,3172,174,70,2022-02-14 20:08:27,2022-02-15 06:00:07,100,13.5,533,591,287,77,169,58,518,44,91,76
2022-02-13 21:37:00,2022-02-14 20:08:27,UTC+01:00,90,45,98,33.90,98.53,7.3,1799,141,59,2022-02-13 21:37:00,2022-02-14 05:47:00,81,13.7,444,487,237,86,121,43,546,27,91,86
2022-02-12 21:04:52,2022-02-13 21:37:00,UTC+01:00,83,47,83,33.72,99.65,17.1,3036,172,66,2022-02-12 21:04:52,2022-02-13 06:32:17,91,13.4,520,567,233,97,190,47,569,44,91,82
2022-02-11 22:30:00,2022-02-12 21:04:52,UTC+01:00,68,47,75,34.00,99.65,17.9,3086,165,72,2022-02-11 22:30:00,2022-02-12 06:32:33,81,13.8,417,481,201,83,133,64,516,33,87,78
2022-02-10 22:08:17,2022-02-11 22:30:00,UTC+01:00,60,53,70,34.40,98.78,11.2,2247,177,67,2022-02-10 22:08:17,2022-02-11 05:50:05,89,14.9,434,459,212,87,135,25,487,0,94,77
2022-02-09 20:34:56,2022-02-10 22:08:17,UTC+01:00,58,56,72,35.80,97.11,12.1,2427,151,71,2022-02-09 20:34:56,2022-02-10 05:49:26,100,16.0,514,549,285,71,158,35,482,12,93,80
2022-02-08 21:11:25,2022-02-09 20:34:56,UTC+01:00,54,60,73,36.00,97.32,4.1,1704,112,68,2022-02-08 21:11:25,2022-02-09 06:00:09,96,16.7,473,528,324,51,98,55,492,0,89,76
2022-02-07 20:28:59,2022-02-08 21:11:25,UTC+01:00,1,78,29,37.10,97.53,13.0,2203,187,81,2022-02-07 20:28:59,2022-02-08 07:06:12,100,18.2,559,637,441,73,45,78,522,49,87,63
2022-02-06 21:37:11,2022-02-07 20:28:59,UTC+01:00,69,54,84,33.90,97.86,7.3,1811,145,69,2022-02-06 21:37:11,2022-02-07 06:00:22,79,13.4,462,502,208,84,170,40,588,51,92,66
2022-02-05 23:32:53,2022-02-06 21:37:11,UTC+01:00,77,45,82,33.80,97.59,19.6,3480,174,72,2022-02-05 23:32:53,2022-02-06 07:08:27,78,13.1,424,455,203,113,108,31,545,72,94,64
2022-02-05 00:37:46,2022-02-05 23:32:53,UTC+01:00,57,49,75,34.40,98.00,7.2,1838,152,59,2022-02-05 00:37:46,2022-02-05 08:19:40,69,13.5,406,462,129,98,179,56,587,63,90,49
2022-02-03 22:37:52,2022-02-05 00:37:46,UTC+01:00,80,48,87,33.70,97.61,17.8,3275,177,76,2022-02-03 22:37:52,2022-02-04 06:04:51,73,13.7,394,445,170,100,124,51,543,42,90,84
2022-02-02 21:18:11,2022-02-03 22:37:52,UTC+01:00,95,46,102,33.68,97.48,14.6,2734,163,68,2022-02-02 21:18:11,2022-02-03 05:49:58,82,13.2,460,506,174,120,166,46,558,36,93,88
2022-02-01 21:27:11,2022-02-02 21:18:11,UTC+01:00,84,53,94,35.40,97.65,17.5,3243,175,75,2022-02-01 21:27:11,2022-02-02 05:55:19,88,15.5,474,507,278,72,124,33,541,39,93,85
2022-01-31 21:47:06,2022-02-01 21:27:11,UTC+01:00,43,52,64,35.10,99.86,14.6,2539,168,70,2022-01-31 21:47:06,2022-02-01 06:09:39,87,13.8,455,502,235,85,135,47,525,42,91,82
2022-01-30 22:36:35,2022-01-31 21:47:06,UTC+01:00,59,47,73,33.67,99.83,11.1,2174,165,63,2022-01-30 22:36:35,2022-01-31 06:00:14,82,13.1,402,433,206,86,110,31,493,0,93,74
2022-01-29 18:55:06,2022-01-30 22:36:35,UTC+01:00,50,56,68,34.77,98.13,13.1,2668,173,64,2022-01-29 18:55:06,2022-01-30 06:31:11,100,13.8,615,696,310,133,172,81,599,57,88,63
2022-01-28 22:04:03,2022-01-29 18:55:06,UTC+01:00,85,47,83,33.70,97.48,20.6,4311,177,80,2022-01-28 22:04:03,2022-01-29 06:14:17,81,13.4,435,490,187,102,146,55,536,54,91,93
2022-01-27 21:40:33,2022-01-28 22:04:03,UTC+01:00,84,48,82,34.20,97.63,10.8,2205,152,61,2022-01-27 21:40:33,2022-01-28 06:09:50,82,13.5,459,509,196,110,153,50,561,53,91,91
2022-01-26 22:09:48,2022-01-27 21:40:33,UTC+01:00,68,49,77,34.10,98.07,15.5,2811,166,70,2022-01-26 22:09:48,2022-01-27 06:00:10,77,13.4,437,470,162,90,185,33,569,54,93,90
2022-01-25 21:56:06,2022-01-26 22:09:48,UTC+01:00,92,47,85,34.40,98.25,16.5,2965,173,70,2022-01-25 21:56:06,2022-01-26 06:00:44,82,13.4,452,484,219,83,150,32,551,27,94,88
2022-01-24 20:28:20,2022-01-25 21:56:06,UTC+01:00,74,48,78,34.60,97.46,17.8,2998,178,65,2022-01-24 20:28:20,2022-01-25 06:05:29,91,13.5,514,576,236,118,160,62,565,60,90,77
2022-01-23 22:05:44,2022-01-24 20:28:20,UTC+01:00,92,46,84,34.62,97.60,15.0,2490,167,64,2022-01-23 22:05:44,2022-01-24 05:55:27,74,13.7,441,469,181,106,154,28,599,72,96,91
2022-01-22 22:38:29,2022-01-23 22:05:44,UTC+01:00,52,52,72,34.50,98.32,18.2,3322,168,71,2022-01-22 22:38:29,2022-01-23 06:16:39,69,13.4,410,457,201,73,136,47,596,54,90,89
2022-01-21 22:19:32,2022-01-22 22:38:29,UTC+01:00,84,46,80,34.49,96.71,20.4,3928,179,75,2022-01-21 22:19:32,2022-01-22 06:18:02,82,13.3,428,478,155,88,185,50,520,48,91,85
2022-01-20 21:07:55,2022-01-21 22:19:32,UTC+01:00,89,45,79,33.90,97.80,6.7,1934,127,57,2022-01-20 21:07:55,2022-01-21 06:10:12,84,13.4,485,542,201,98,186,57,576,70,91,77
2022-01-19 22:54:46,2022-01-20 21:07:55,UTC+01:00,86,44,78,34.02,97.74,15.3,2596,163,65,2022-01-19 22:54:46,2022-01-20 05:55:42,70,13.1,398,415,210,71,117,17,567,79,96,85
2022-01-18 23:33:36,2022-01-19 22:54:46,UTC+01:00,70,45,74,34.90,97.59,12.0,2254,157,65,2022-01-18 23:33:36,2022-01-19 06:00:41,66,13.4,362,385,148,71,143,23,553,45,94,75
2022-01-17 21:47:02,2022-01-18 23:33:36,UTC+01:00,69,46,73,35.10,99.05,15.6,2806,172,65,2022-01-17 21:47:02,2022-01-18 06:01:24,85,13.5,462,492,249,71,142,30,546,48,94,84
2022-01-16 22:04:20,2022-01-17 21:47:02,UTC+01:00,84,44,76,34.70,98.00,14.0,2493,158,61,2022-01-16 22:04:20,2022-01-17 06:00:46,84,12.9,443,475,258,69,116,32,529,51,94,81
2022-01-15 22:29:53,2022-01-16 22:04:20,UTC+01:00,79,51,79,34.00,97.45,9.5,2044,144,62,2022-01-15 22:29:53,2022-01-16 07:33:20,83,14.0,496,542,200,100,196,46,599,57,91,82
2022-01-14 22:08:17,2022-01-15 22:29:53,UTC+01:00,61,46,70,33.25,97.83,20.6,4430,175,78,2022-01-14 22:08:17,2022-01-15 06:51:35,81,13.5,462,516,246,80,136,54,568,72,90,84
2022-01-13 22:29:42,2022-01-14 22:08:17,UTC+01:00,72,47,73,35.00,97.95,13.6,2477,159,66,2022-01-13 22:29:42,2022-01-14 06:01:54,69,13.5,407,450,179,85,143,43,590,81,90,92
2022-01-12 23:26:14,2022-01-13 22:29:42,UTC+01:00,62,46,71,34.13,98.31,15.6,2574,173,68,2022-01-12 23:26:14,2022-01-13 06:04:45,65,13.6,368,398,195,74,99,30,563,53,94,83
2022-01-11 22:36:37,2022-01-12 23:26:14,UTC+01:00,48,49,67,34.50,99.45,15.8,2750,175,66,2022-01-11 22:36:37,2022-01-12 06:02:12,77,13.7,410,443,117,102,191,33,533,51,93,90
2022-01-10 22:21:25,2022-01-11 22:36:37,UTC+01:00,71,46,73,33.50,98.40,10.6,2186,148,64,2022-01-10 22:21:25,2022-01-11 06:15:41,78,13.4,448,474,200,96,152,26,572,54,94,89
2022-01-09 22:20:19,2022-01-10 22:21:25,UTC+01:00,62,46,72,34.11,96.61,16.9,2713,176,65,2022-01-09 22:20:19,2022-01-10 06:07:50,82,13.7,437,467,277,60,100,30,531,21,93,87
2022-01-08 21:27:36,2022-01-09 22:20:19,UTC+01:00,57,45,70,34.70,97.63,15.8,2689,178,65,2022-01-08 21:27:36,2022-01-09 06:43:27,93,13.8,478,556,236,91,151,78,512,42,87,80
2022-01-07 22:42:12,2022-01-08 21:27:36,UTC+01:00,68,45,74,34.13,97.64,4.3,1663,122,54,2022-01-07 22:42:12,2022-01-08 07:03:28,86,13.7,474,501,221,98,155,27,549,45,95,81
2022-01-06 22:03:30,2022-01-07 22:42:12,UTC+01:00,73,47,76,34.30,97.45,15.0,2651,166,65,2022-01-06 22:03:30,2022-01-07 05:56:24,85,13.5,451,471,275,71,105,20,533,56,95,94
2022-01-05 22:10:44,2022-01-06 22:03:30,UTC+01:00,91,48,82,33.84,97.85,9.0,2043,154,61,2022-01-05 22:10:44,2022-01-06 05:59:38,76,13.5,419,469,214,74,131,50,550,56,90,87
2022-01-04 22:16:47,2022-01-05 22:10:44,UTC+01:00,63,47,72,34.70,96.72,13.3,2391,164,66,2022-01-04 22:16:47,2022-01-05 06:03:38,76,13.5,426,462,287,50,89,36,560,49,93,72
2022-01-03 22:27:44,2022-01-04 22:16:47,UTC+01:00,59,45,69,34.50,97.90,16.0,2714,177,67,2022-01-03 22:27:44,2022-01-04 06:01:32,79,13.2,415,446,164,103,148,31,525,48,93,57
2022-01-02 21:47:14,2022-01-03 22:27:44,UTC+01:00,76,46,76,34.30,98.55,9.1,2093,154,61,2022-01-02 21:47:14,2022-01-03 06:00:38,84,13.4,454,492,304,59,91,38,543,70,92,55
2022-01-02 00:08:31,2022-01-02 21:47:14,UTC+01:00,61,48,75,34.10,97.53,6.8,1720,127,61,2022-01-02 00:08:31,2022-01-02 07:43:27,70,13.7,408,454,227,73,108,46,582,112,90,55
2022-01-01 04:04:42,2022-01-02 00:08:31,UTC+01:00,35,52,64,34.82,97.82,4.1,1452,110,60,2022-01-01 04:04:42,2022-01-01 09:17:12,52,13.7,284,302,130,55,99,18,547,42,94,34
2021-12-30 23:29:15,2022-01-01 04:04:42,UTC+01:00,58,46,74,34.10,96.81,15.1,2829,176,70,2021-12-30 23:29:15,2021-12-31 07:01:00,82,13.6,411,447,170,86,155,36,501,30,91,84
2021-12-29 22:33:00,2021-12-30 23:29:15,UTC+01:00,49,48,69,34.20,96.91,5.2,1864,120,59,2021-12-29 22:33:00,2021-12-30 07:17:08,90,13.7,482,521,188,113,181,39,534,39,92,90
2021-12-28 22:12:05,2021-12-29 22:33:00,UTC+01:00,72,48,79,33.98,96.60,13.6,2457,172,66,2021-12-28 22:12:05,2021-12-29 06:43:57,87,13.6,452,508,201,99,152,56,518,45,88,86
2021-12-27 23:03:13,2021-12-28 22:12:05,UTC+01:00,88,45,83,34.30,97.22,6.9,1831,155,58,2021-12-27 23:03:13,2021-12-28 07:04:12,85,13.0,447,480,238,79,130,33,526,30,93,90
2021-12-26 22:39:19,2021-12-27 23:03:13,UTC+01:00,88,46,84,33.84,97.64,13.7,2380,188,64,2021-12-26 22:39:19,2021-12-27 06:59:52,90,13.4,450,501,178,95,177,51,503,30,90,87
2021-12-25 23:14:11,2021-12-26 22:39:19,UTC+01:00,87,46,82,33.70,97.61,6.9,1854,133,59,2021-12-25 23:14:11,2021-12-26 07:38:05,90,13.3,465,496,230,78,157,31,517,46,94,90
2021-12-24 23:46:06,2021-12-25 23:14:11,UTC+01:00,74,46,77,33.90,97.80,5.2,1761,130,59,2021-12-24 23:46:06,2021-12-25 07:32:13,80,13.5,424,463,187,71,166,39,527,51,92,81
2021-12-23 23:04:58,2021-12-24 23:46:06,UTC+01:00,74,49,77,34.47,98.03,8.6,2062,153,65,2021-12-23 23:04:58,2021-12-24 07:06:44,83,13.6,450,479,238,78,134,29,542,45,94,83
2021-12-22 23:08:56,2021-12-23 23:04:58,UTC+01:00,49,47,66,33.80,99.39,13.9,2201,179,63,2021-12-22 23:08:56,2021-12-23 07:00:49,85,13.5,439,470,130,113,196,31,518,46,94,72
2021-12-21 22:19:05,2021-12-22 23:08:56,UTC+01:00,66,48,75,34.20,97.22,5.6,1871,130,62,2021-12-21 22:19:05,2021-12-22 06:10:12,80,13.6,430,471,201,85,144,41,537,51,92,75
2021-12-20 22:06:01,2021-12-21 22:19:05,UTC+01:00,79,46,79,34.00,99.76,11.7,2277,157,64,2021-12-20 22:06:01,2021-12-21 06:06:07,83,13.2,425,460,206,84,135,35,512,30,94,68
2021-12-19 20:35:33,2021-12-20 22:06:01,UTC+01:00,45,48,64,33.40,98.27,10.7,2262,169,64,2021-12-19 20:35:33,2021-12-20 06:00:23,90,13.6,501,564,207,83,211,63,555,84,88,48
2021-12-19 01:31:47,2021-12-19 20:35:33,UTC+01:00,54,50,74,35.20,99.47,5.5,1457,140,62,2021-12-19 01:31:47,2021-12-19 08:10:27,64,13.7,361,387,118,84,159,26,566,51,93,42
2021-12-17 21:37:38,2021-12-19 01:31:47,UTC+01:00,91,46,84,34.10,96.45,16.5,2816,181,67,2021-12-17 21:37:38,2021-12-18 05:02:27,78,13.3,421,437,143,107,171,16,537,51,96,94
2021-12-16 22:21:49,2021-12-17 21:37:38,UTC+01:00,78,49,80,33.90,96.81,11.8,2202,153,66,2021-12-16 22:21:49,2021-12-17 06:05:13,78,13.3,423,463,150,100,173,40,545,30,92,89
2021-12-15 21:44:02,2021-12-16 22:21:49,UTC+01:00,70,46,77,34.13,97.70,16.5,3043,176,69,2021-12-15 21:44:02,2021-12-16 06:02:42,90,13.1,467,498,264,67,136,31,517,35,93,89
2021-12-14 21:39:34,2021-12-15 21:44:02,UTC+01:00,62,48,75,33.93,98.20,10.8,2194,156,64,2021-12-14 21:39:34,2021-12-15 06:00:33,85,13.4,462,495,266,77,119,33,544,39,94,83
2021-12-13 21:27:50,2021-12-14 21:39:34,UTC+01:00,96,47,87,33.90,97.69,15.1,2612,171,67,2021-12-13 21:27:50,2021-12-14 05:58:44,87,13.5,466,510,190,105,171,44,538,39,92,75
2021-12-12 22:12:22,2021-12-13 21:27:50,UTC+01:00,67,51,79,33.97,96.11,14.0,2322,172,65,2021-12-12 22:12:22,2021-12-13 05:58:20,83,13.8,433,466,203,83,147,33,522,0,92,83
2021-12-11 22:40:20,2021-12-12 22:12:22,UTC+01:00,66,49,77,33.85,98.60,17.4,2780,179,69,2021-12-11 22:40:20,2021-12-12 07:49:06,100,13.5,518,545,259,109,150,27,520,30,95,81
2021-12-10 22:16:21,2021-12-11 22:40:20,UTC+01:00,60,49,77,33.60,96.80,12.5,2321,164,64,2021-12-10 22:16:21,2021-12-11 07:39:45,90,13.6,508,560,274,93,141,52,567,51,92,79
2021-12-09 22:07:35,2021-12-10 22:16:21,UTC+01:00,70,48,81,34.34,98.63,16.7,2766,177,69,2021-12-09 22:07:35,2021-12-10 06:01:51,83,13.5,441,472,230,87,124,31,532,51,93,94
2021-12-08 22:06:12,2021-12-09 22:07:35,UTC+01:00,80,46,83,34.10,96.10,10.3,2127,150,64,2021-12-08 22:06:12,2021-12-09 06:02:13,83,13.1,438,468,244,64,130,30,529,51,94,90
2021-12-07 21:48:23,2021-12-08 22:06:12,UTC+01:00,62,48,78,33.80,98.24,9.2,2065,138,63,2021-12-07 21:48:23,2021-12-08 06:06:16,83,13.5,457,497,177,117,163,40,550,48,91,86
2021-12-06 22:05:14,2021-12-07 21:48:23,UTC+01:00,81,48,84,,,14.7,2709,160,69,2021-12-06 22:05:14,2021-12-07 06:04:49,84,13.7,448,478,194,85,169,30,531,48,96,86
2021-12-05 21:35:11,2021-12-06 22:05:14,UTC+01:00,87,51,86,,,10.9,2246,155,63,2021-12-05 21:35:11,2021-12-06 06:33:24,84,13.7,497,534,237,104,156,37,593,54,93,83
2021-12-04 22:53:46,2021-12-05 21:35:11,UTC+01:00,60,51,75,,,19.9,3518,187,73,2021-12-04 22:53:46,2021-12-05 07:00:04,82,13.5,453,485,197,98,158,32,550,30,93,75
2021-12-03 22:03:40,2021-12-04 22:53:46,UTC+01:00,83,49,83,,,17.2,3255,173,72,2021-12-03 22:03:40,2021-12-04 07:19:31,90,13.5,513,554,196,117,200,41,571,48,92,78
2021-12-02 21:03:59,2021-12-03 22:03:40,UTC+01:00,93,46,87,,,17.5,3109,179,69,2021-12-02 21:03:59,2021-12-03 06:00:17,84,13.6,448,536,190,84,174,88,531,51,83,88
2021-12-01 21:27:11,2021-12-02 21:03:59,UTC+01:00,78,48,80,,,10.0,2093,147,63,2021-12-01 21:27:11,2021-12-02 06:03:46,83,13.4,474,501,169,106,199,27,570,57,94,84
2021-11-30 22:01:11,2021-12-01 21:27:11,UTC+01:00,82,47,79,,,16.2,2903,178,72,2021-11-30 22:01:11,2021-12-01 06:01:28,81,13.4,456,478,169,107,180,22,561,51,95,82
2021-11-29 22:16:48,2021-11-30 22:01:11,UTC+01:00,93,46,85,,,15.8,2687,176,65,2021-11-29 22:16:48,2021-11-30 06:00:31,83,13.3,442,463,191,93,158,21,534,48,97,76
2021-11-28 21:52:27,2021-11-29 22:16:48,UTC+01:00,73,48,76,,,11.8,2281,178,62,2021-11-28 21:52:27,2021-11-29 06:00:11,84,13.5,462,487,203,90,169,25,552,77,94,65
2021-11-27 23:59:09,2021-11-28 21:52:27,UTC+01:00,47,55,70,,,7.8,1831,139,61,2021-11-27 23:59:09,2021-11-28 07:51:30,67,14.1,419,472,241,67,111,53,622,79,90,69
2021-11-26 23:54:40,2021-11-27 23:59:09,UTC+01:00,63,50,75,,,20.6,4808,176,85,2021-11-26 23:54:40,2021-11-27 06:49:47,66,14.0,377,410,167,74,136,33,570,63,92,69
2021-11-25 22:35:35,2021-11-26 23:54:40,UTC+01:00,83,45,80,,,15.4,2786,178,69,2021-11-25 22:35:35,2021-11-26 05:59:34,73,13.5,396,429,194,83,119,33,546,45,92,84
2021-11-24 21:07:45,2021-11-25 22:35:35,UTC+01:00,83,47,79,,,14.5,2762,190,65,2021-11-24 21:07:45,2021-11-25 05:55:06,85,13.5,472,525,257,78,137,53,558,45,90,87
2021-11-23 21:47:20,2021-11-24 21:07:45,UTC+01:00,74,47,74,,,16.2,2968,172,70,2021-11-23 21:47:20,2021-11-24 06:02:12,85,13.4,449,495,212,91,146,46,525,36,91,87
2021-11-22 21:41:21,2021-11-23 21:47:20,UTC+01:00,51,50,66,,,12.4,2373,170,66,2021-11-22 21:41:21,2021-11-23 06:04:49,88,13.6,479,503,215,97,167,24,546,54,95,79
2021-11-21 21:47:36,2021-11-22 21:41:21,UTC+01:00,55,52,71,,,12.9,2438,154,69,2021-11-21 21:47:36,2021-11-22 06:02:16,82,13.9,462,494,195,103,164,32,561,33,93,78
2021-11-20 22:12:51,2021-11-21 21:47:36,UTC+01:00,40,50,60,,,18.3,2969,192,68,2021-11-20 22:12:51,2021-11-21 07:16:52,89,13.6,513,543,287,63,163,30,573,67,94,78
2021-11-19 23:59:25,2021-11-20 22:12:51,UTC+01:00,42,50,65,,,15.2,2669,174,70,2021-11-19 23:59:25,2021-11-20 07:30:29,71,13.5,410,450,164,109,137,40,575,72,91,69
2021-11-18 22:40:18,2021-11-19 23:59:25,UTC+01:00,66,46,75,,,14.8,2744,172,68,2021-11-18 22:40:18,2021-11-19 06:00:31,69,13.3,390,439,136,89,165,49,564,49,92,92
2021-11-17 22:37:44,2021-11-18 22:40:18,UTC+01:00,95,43,90,,,16.4,2860,177,68,2021-11-17 22:37:44,2021-11-18 06:26:42,79,13.2,427,451,178,61,188,24,543,56,97,89
2021-11-16 22:36:13,2021-11-17 22:37:44,UTC+01:00,75,46,77,,,12.0,2173,189,60,2021-11-16 22:36:13,2021-11-17 06:03:02,76,13.3,418,446,178,85,155,28,553,49,93,83
2021-11-15 22:11:28,2021-11-16 22:36:13,UTC+01:00,68,48,76,,,14.8,2848,161,68,2021-11-15 22:11:28,2021-11-16 06:12:58,79,13.5,436,480,169,94,173,44,552,49,92,78
2021-11-14 22:16:16,2021-11-15 22:11:28,UTC+01:00,47,47,68,,,14.7,2765,162,68,2021-11-14 22:16:16,2021-11-15 06:07:37,79,13.5,435,470,211,84,140,35,553,60,92,71
2021-11-14 00:17:38,2021-11-14 22:16:16,UTC+01:00,56,52,75,,,13.0,2075,197,62,2021-11-14 00:17:38,2021-11-14 07:54:09,74,13.6,434,456,139,137,158,22,587,44,95,64
2021-11-12 22:57:46,2021-11-14 00:17:38,UTC+01:00,91,48,83,,,20.5,3880,194,74,2021-11-12 22:57:46,2021-11-13 07:03:13,81,13.4,437,482,186,83,168,45,542,45,90,79
2021-11-11 21:55:07,2021-11-12 22:57:46,UTC+01:00,64,49,76,,,13.9,2733,160,68,2021-11-11 21:55:07,2021-11-12 05:56:06,85,13.4,456,480,189,87,180,24,537,44,95,89
2021-11-10 22:23:56,2021-11-11 21:55:07,UTC+01:00,65,48,77,,,13.1,2461,152,67,2021-11-10 22:23:56,2021-11-11 06:16:37,81,13.6,439,473,172,90,177,34,544,56,93,85
2021-11-09 22:35:22,2021-11-10 22:23:56,UTC+01:00,53,49,74,,,12.0,2325,151,67,2021-11-09 22:35:22,2021-11-10 06:11:30,76,13.5,422,454,170,93,159,32,554,21,93,79
2021-11-08 20:48:27,2021-11-09 22:35:22,UTC+01:00,83,46,81,,,19.0,3783,192,72,2021-11-08 20:48:27,2021-11-09 06:15:38,93,13.6,503,563,207,101,195,60,540,39,89,67
2021-11-07 22:06:03,2021-11-08 20:48:27,UTC+01:00,76,45,79,,,14.4,2623,160,68,2021-11-07 22:06:03,2021-11-08 06:10:45,87,13.5,464,484,269,64,131,20,535,42,96,76
