Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2021-06-28 23:56:57,2021-06-29 23:49:31,UTC+02:00,75,48,73,,,18.8,2897,186,68,2021-06-28 23:56:57,2021-06-29 07:18:00,74,13.2,410,441,195,69,146,31,554,69,93,80
2021-06-27 23:28:23,2021-06-28 23:56:57,UTC+02:00,40,50,57,,,11.3,2210,168,67,2021-06-27 23:28:23,2021-06-28 06:58:29,77,13.3,421,450,179,76,166,29,549,57,93,79
2021-06-27 00:18:22,2021-06-27 23:28:23,UTC+02:00,52,50,64,,,12.8,2382,162,70,2021-06-27 00:18:22,2021-06-27 08:11:19,81,13.3,443,472,189,108,146,29,547,72,93,79
2021-06-26 01:32:11,2021-06-27 00:18:22,UTC+02:00,47,51,65,,,7.2,1846,151,62,2021-06-26 01:32:11,2021-06-26 08:38:00,69,13.9,387,425,197,84,106,38,561,72,92,62
2021-06-25 00:12:03,2021-06-26 01:32:11,UTC+02:00,55,50,67,,,12.1,2380,160,71,2021-06-25 00:12:03,2021-06-25 08:15:52,76,13.7,450,483,191,101,158,33,589,65,93,67
2021-06-23 22:46:32,2021-06-25 00:12:03,UTC+02:00,65,48,71,,,17.5,3082,192,71,2021-06-23 22:46:32,2021-06-24 06:46:41,72,13.7,430,480,173,94,163,50,597,91,90,84
2021-06-22 23:35:57,2021-06-23 22:46:32,UTC+02:00,62,48,71,,,15.1,2520,181,70,2021-06-22 23:35:57,2021-06-23 06:11:25,61,13.4,357,395,197,58,102,38,584,56,90,73
2021-06-21 22:34:20,2021-06-22 23:35:57,UTC+02:00,92,47,85,,,18.2,2947,188,68,2021-06-21 22:34:20,2021-06-22 06:03:50,76,13.6,405,449,208,85,112,44,537,63,90,74
2021-06-20 23:06:37,2021-06-21 22:34:20,UTC+02:00,50,51,63,,,6.8,1886,147,62,2021-06-20 23:06:37,2021-06-21 06:50:58,73,13.8,408,464,215,96,97,56,561,57,89,70
2021-06-19 22:35:35,2021-06-20 23:06:37,UTC+02:00,27,59,62,,,14.8,2901,159,76,2021-06-19 22:35:35,2021-06-20 07:40:15,81,16.9,497,544,306,68,123,47,614,119,92,60
2021-06-19 03:24:16,2021-06-19 22:35:35,UTC+02:00,45,50,71,,,13.3,2201,157,74,2021-06-19 03:24:16,2021-06-19 08:23:02,49,13.4,277,298,99,74,104,21,560,70,92,34
2021-06-17 22:51:54,2021-06-19 03:24:16,UTC+02:00,60,50,76,,,12.4,2712,155,68,2021-06-17 22:51:54,2021-06-18 05:59:29,70,13.6,402,427,175,95,132,25,575,42,94,84
2021-06-16 22:18:59,2021-06-17 22:51:54,UTC+02:00,49,50,70,,,18.8,3105,195,70,2021-06-16 22:18:59,2021-06-17 06:03:29,82,13.4,439,464,203,101,135,25,536,49,94,80
2021-06-15 22:28:05,2021-06-16 22:18:59,UTC+02:00,48,53,70,,,11.8,2270,147,67,2021-06-15 22:28:05,2021-06-16 06:59:45,79,13.5,465,511,173,89,203,46,592,51,92,77
2021-06-14 23:08:43,2021-06-15 22:28:05,UTC+02:00,73,50,83,,,20.0,3537,195,79,2021-06-14 23:08:43,2021-06-15 06:03:59,78,13.6,377,415,222,72,83,38,485,42,90,61
2021-06-13 22:24:46,2021-06-14 23:08:43,UTC+02:00,86,46,86,,,18.1,3413,175,71,2021-06-13 22:24:46,2021-06-14 06:03:50,82,13.7,420,459,209,80,131,39,513,0,91,87
2021-06-12 22:10:58,2021-06-13 22:24:46,UTC+02:00,79,47,84,,,16.1,2574,192,64,2021-06-12 22:10:58,2021-06-13 07:15:25,100,13.1,506,544,248,77,181,38,502,0,93,80
2021-06-11 22:57:28,2021-06-12 22:10:58,UTC+02:00,82,47,83,,,14.5,2774,156,69,2021-06-11 22:57:28,2021-06-12 07:59:59,100,13.6,518,542,247,78,193,24,512,21,95,72
2021-06-10 22:30:39,2021-06-11 22:57:28,UTC+02:00,93,46,87,,,12.6,2453,149,67,2021-06-10 22:30:39,2021-06-11 06:45:19,93,13.8,470,494,212,82,176,24,507,27,95,84
2021-06-09 21:57:02,2021-06-10 22:30:39,UTC+02:00,78,49,79,,,9.8,2182,145,62,2021-06-09 21:57:02,2021-06-10 06:34:42,91,13.7,484,512,187,100,197,28,530,33,94,85
2021-06-08 21:17:20,2021-06-09 21:57:02,UTC+02:00,94,49,89,,,13.6,2586,153,69,2021-06-08 21:17:20,2021-06-09 06:10:41,89,13.9,491,532,210,88,193,41,550,60,92,73
2021-06-07 22:01:32,2021-06-08 21:17:20,UTC+02:00,88,50,83,,,12.4,2245,161,66,2021-06-07 22:01:32,2021-06-08 06:03:19,80,13.7,442,481,195,79,168,39,554,51,94,70
2021-06-06 22:22:02,2021-06-07 22:01:32,UTC+02:00,75,50,76,,,14.5,2529,168,69,2021-06-06 22:22:02,2021-06-07 06:00:39,83,13.8,420,447,200,84,136,27,504,30,94,72
2021-06-05 22:54:26,2021-06-06 22:22:02,UTC+02:00,67,50,72,,,6.8,1851,130,66,2021-06-05 22:54:26,2021-06-06 08:01:22,90,13.7,494,545,204,104,186,51,549,77,90,71
2021-06-05 00:47:27,2021-06-05 22:54:26,UTC+02:00,47,52,64,,,4.6,1651,119,63,2021-06-05 00:47:27,2021-06-05 07:32:04,67,13.5,384,403,164,90,130,19,573,70,95,69
2021-06-04 00:05:30,2021-06-05 00:47:27,UTC+02:00,56,50,71,,,14.7,2592,175,70,2021-06-04 00:05:30,2021-06-04 06:59:46,70,13.4,385,414,189,56,140,29,551,39,93,71
2021-06-02 21:30:18,2021-06-04 00:05:30,UTC+02:00,90,47,83,,,15.9,3101,174,70,2021-06-02 21:30:18,2021-06-03 06:05:43,87,13.3,491,515,226,91,174,24,565,79,95,74
2021-06-02 00:00:06,2021-06-02 21:30:18,UTC+02:00,81,47,80,,,11.2,2078,158,66,2021-06-02 00:00:06,2021-06-02 06:02:26,66,13.5,347,362,156,57,134,15,529,54,95,77
2021-05-31 22:11:41,2021-06-02 00:00:06,UTC+02:00,86,48,83,,,7.4,2090,138,62,2021-05-31 22:11:41,2021-06-01 06:03:50,82,13.7,451,467,229,71,151,16,549,68,96,71
2021-05-30 23:03:26,2021-05-31 22:11:41,UTC+02:00,45,50,64,,,10.0,2071,169,64,2021-05-30 23:03:26,2021-05-31 06:08:59,71,13.2,392,423,174,80,138,31,554,69,94,76
2021-05-29 23:51:44,2021-05-30 23:03:26,UTC+02:00,39,53,60,,,11.2,2131,158,68,2021-05-29 23:51:44,2021-05-30 07:44:02,77,13.7,436,470,263,73,100,34,565,77,93,78
2021-05-29 00:51:35,2021-05-29 23:51:44,UTC+02:00,40,51,63,,,11.9,2211,160,70,2021-05-29 00:51:35,2021-05-29 07:32:51,67,13.8,377,391,175,62,140,14,559,84,96,65
2021-05-27 23:32:10,2021-05-29 00:51:35,UTC+02:00,80,50,79,,,7.5,2075,137,65,2021-05-27 23:32:10,2021-05-28 06:05:41,64,13.5,361,390,176,72,113,29,562,68,93,86
2021-05-26 22:42:53,2021-05-27 23:32:10,UTC+02:00,66,50,74,,,13.1,2580,157,71,2021-05-26 22:42:53,2021-05-27 06:05:06,71,13.4,406,440,207,79,120,34,570,58,92,91
2021-05-25 22:49:51,2021-05-26 22:42:53,UTC+02:00,74,50,76,,,15.9,2676,179,67,2021-05-25 22:49:51,2021-05-26 06:08:12,75,13.6,403,427,173,77,153,24,535,51,96,86
2021-05-24 22:10:57,2021-05-25 22:49:51,UTC+02:00,85,47,79,,,10.7,2239,156,64,2021-05-24 22:10:57,2021-05-25 06:07:50,78,13.4,444,472,201,87,156,28,571,57,96,82
2021-05-23 22:35:05,2021-05-24 22:10:57,UTC+02:00,88,47,80,,,16.2,2702,188,68,2021-05-23 22:35:05,2021-05-24 06:05:13,81,13.4,429,450,187,92,150,21,529,39,97,78
2021-05-22 23:09:52,2021-05-23 22:35:05,UTC+02:00,74,48,75,,,12.3,2340,153,68,2021-05-22 23:09:52,2021-05-23 07:51:40,87,13.5,471,512,233,87,151,41,542,54,92,75
2021-05-21 22:33:55,2021-05-22 23:09:52,UTC+02:00,68,49,74,,,11.8,2372,150,75,2021-05-21 22:33:55,2021-05-22 06:46:11,82,14.0,469,491,282,53,134,22,573,66,95,86
2021-05-20 22:10:34,2021-05-21 22:33:55,UTC+02:00,59,51,73,,,15.1,2519,185,67,2021-05-20 22:10:34,2021-05-21 06:07:56,78,13.7,447,476,221,83,143,29,571,58,94,92
2021-05-19 21:59:52,2021-05-20 22:10:34,UTC+02:00,53,51,71,,,15.9,2836,168,72,2021-05-19 21:59:52,2021-05-20 06:00:15,75,13.7,439,480,219,85,135,41,589,68,93,85
2021-05-18 22:48:02,2021-05-19 21:59:52,UTC+02:00,45,46,65,,,17.2,2673,186,69,2021-05-18 22:48:02,2021-05-19 06:00:42,71,13.7,393,431,178,92,123,38,557,65,91,88
2021-05-17 22:45:14,2021-05-18 22:48:02,UTC+02:00,52,47,69,,,12.5,2357,169,69,2021-05-17 22:45:14,2021-05-18 06:00:36,72,13.5,415,434,217,74,124,19,576,69,95,83
2021-05-16 22:31:54,2021-05-17 22:45:14,UTC+02:00,70,49,80,,,15.1,2691,169,69,2021-05-16 22:31:54,2021-05-17 06:02:20,77,13.8,404,447,212,68,124,43,528,56,92,78
2021-05-15 23:40:50,2021-05-16 22:31:54,UTC+02:00,67,49,79,,,4.7,1711,119,60,2021-05-15 23:40:50,2021-05-16 07:17:52,76,13.7,430,455,142,111,177,25,563,69,94,78
2021-05-14 23:09:12,2021-05-15 23:40:50,UTC+02:00,76,50,79,,,13.0,2516,152,71,2021-05-14 23:09:12,2021-05-15 07:02:24,77,13.5,457,470,205,71,181,13,590,63,97,79
2021-05-13 23:00:58,2021-05-14 23:09:12,UTC+02:00,46,52,61,,,18.0,3072,190,75,2021-05-13 23:00:58,2021-05-14 06:09:32,79,13.8,384,421,208,66,110,37,488,72,91,76
2021-05-12 23:03:57,2021-05-13 23:00:58,UTC+02:00,88,51,89,,,12.3,2383,156,70,2021-05-12 23:03:57,2021-05-13 06:05:06,69,13.6,393,419,97,113,183,26,568,66,95,84
2021-05-11 22:01:06,2021-05-12 23:03:57,UTC+02:00,63,48,67,,,14.4,2817,157,76,2021-05-11 22:01:06,2021-05-12 06:01:49,78,13.6,437,469,248,90,99,32,557,60,93,82
2021-05-10 22:15:33,2021-05-11 22:01:06,UTC+02:00,93,47,95,,,13.4,2530,158,69,2021-05-10 22:15:33,2021-05-11 06:02:11,74,13.3,427,464,169,87,171,37,574,57,94,78
2021-05-09 22:26:52,2021-05-10 22:15:33,UTC+02:00,88,49,82,,,16.6,2759,191,70,2021-05-09 22:26:52,2021-05-10 06:01:07,81,13.7,422,453,215,67,140,31,524,51,93,72
2021-05-08 23:32:33,2021-05-09 22:26:52,UTC+02:00,37,52,53,,,5.4,1748,142,61,2021-05-08 23:32:33,2021-05-09 08:02:21,83,13.1,474,509,207,117,150,35,571,60,93,73
2021-05-07 23:35:01,2021-05-08 23:32:33,UTC+02:00,63,48,67,,,15.7,3024,174,75,2021-05-07 23:35:01,2021-05-08 07:00:24,74,13.5,419,442,180,84,155,23,564,63,95,75
2021-05-06 22:34:56,2021-05-07 23:35:01,UTC+02:00,42,49,56,,,14.2,2614,171,66,2021-05-06 22:34:56,2021-05-07 06:02:28,79,13.5,427,447,260,64,103,20,539,60,95,93
2021-05-05 22:20:40,2021-05-06 22:34:56,UTC+02:00,64,53,70,,,8.7,2075,139,66,2021-05-05 22:20:40,2021-05-06 06:03:24,74,13.6,432,462,225,73,134,30,580,63,93,90
2021-05-04 21:47:47,2021-05-05 22:20:40,UTC+02:00,43,50,58,,,16.6,2866,192,72,2021-05-04 21:47:47,2021-05-05 06:02:10,79,13.5,457,490,209,93,155,33,581,72,94,82
2021-05-03 22:15:52,2021-05-04 21:47:47,UTC+02:00,90,50,83,,,15.4,2602,174,70,2021-05-03 22:15:52,2021-05-04 06:02:01,76,13.2,441,465,204,95,142,24,577,69,94,81
2021-05-02 22:47:52,2021-05-03 22:15:52,UTC+02:00,89,45,79,,,15.3,2681,180,67,2021-05-02 22:47:52,2021-05-03 06:01:50,77,13.4,406,432,162,87,157,26,529,57,94,83
2021-05-01 23:11:32,2021-05-02 22:47:52,UTC+02:00,47,46,59,,,4.7,1758,136,59,2021-05-01 23:11:32,2021-05-02 07:00:18,81,13.5,434,467,150,88,196,33,537,63,92,78
2021-04-30 23:38:54,2021-05-01 23:11:32,UTC+02:00,61,50,67,,,6.9,1889,152,63,2021-04-30 23:38:54,2021-05-01 07:15:46,79,13.6,434,456,222,58,154,22,552,65,95,66
2021-04-29 22:01:35,2021-04-30 23:38:54,UTC+02:00,57,48,64,,,11.5,2358,165,70,2021-04-29 22:01:35,2021-04-30 05:30:59,72,13.4,402,436,178,59,165,34,555,66,92,95
2021-04-28 22:11:58,2021-04-29 22:01:35,UTC+02:00,66,47,68,,,11.9,2292,167,69,2021-04-28 22:11:58,2021-04-29 06:00:18,78,13.3,430,468,158,112,160,38,549,75,91,89
2021-04-27 21:50:23,2021-04-28 22:11:58,UTC+02:00,81,49,75,,,6.6,1933,139,64,2021-04-27 21:50:23,2021-04-28 06:01:46,75,13.6,444,490,203,88,153,46,593,65,90,80
2021-04-26 22:09:31,2021-04-27 21:50:23,UTC+02:00,46,51,62,,,18.0,2704,189,70,2021-04-26 22:09:31,2021-04-27 06:00:23,72,13.4,429,470,217,56,156,41,600,81,91,78
2021-04-25 22:27:40,2021-04-26 22:09:31,UTC+02:00,55,49,67,,,16.9,2850,191,70,2021-04-25 22:27:40,2021-04-26 06:04:39,73,13.4,420,456,182,72,166,36,574,100,92,76
2021-04-25 01:16:27,2021-04-25 22:27:40,UTC+02:00,46,49,65,,,6.2,1696,133,62,2021-04-25 01:16:27,2021-04-25 07:11:59,57,13.7,325,354,194,43,88,29,571,75,92,59
2021-04-23 22:35:11,2021-04-25 01:16:27,UTC+02:00,76,51,81,,,13.5,2676,167,70,2021-04-23 22:35:11,2021-04-24 07:00:23,75,13.4,449,504,137,123,189,55,603,75,89,81
2021-04-22 22:17:02,2021-04-23 22:35:11,UTC+02:00,66,52,75,,,18.0,2925,196,73,2021-04-22 22:17:02,2021-04-23 06:00:43,75,13.3,419,461,207,79,133,42,561,63,90,93
2021-04-21 21:42:03,2021-04-22 22:17:02,UTC+02:00,54,56,67,,,13.8,2480,169,72,2021-04-21 21:42:03,2021-04-22 06:00:43,79,13.6,456,498,218,65,173,42,575,54,91,92
2021-04-20 21:31:42,2021-04-21 21:42:03,UTC+02:00,61,54,70,,,17.1,2797,190,74,2021-04-20 21:31:42,2021-04-21 06:01:37,82,13.5,480,508,253,82,145,28,583,75,94,80
2021-04-19 22:11:27,2021-04-20 21:31:42,UTC+02:00,74,50,78,,,15.2,2386,181,70,2021-04-19 22:11:27,2021-04-20 06:04:23,75,13.5,425,471,237,73,115,46,566,54,90,71
2021-04-18 21:38:49,2021-04-19 22:11:27,UTC+02:00,95,50,97,,,15.8,2680,199,69,2021-04-18 21:38:49,2021-04-19 06:00:27,82,13.3,476,501,224,75,177,25,583,100,95,56
2021-04-17 23:53:45,2021-04-18 21:38:49,UTC+02:00,82,47,81,,,10.4,1977,175,71,2021-04-17 23:53:45,2021-04-18 05:53:02,57,13.4,322,355,119,64,139,33,563,77,91,82
2021-04-17 00:36:58,2021-04-17 23:53:45,UTC+02:00,85,47,78,,,11.3,2162,150,76,2021-04-17 00:36:58,2021-04-17 07:30:13,67,13.6,372,410,190,40,142,38,557,84,90,80
2021-04-16 01:16:23,2021-04-17 00:36:58,UTC+02:00,63,53,65,,,5.8,1785,135,69,2021-04-16 01:16:23,2021-04-16 07:57:27,64,13.8,341,400,105,89,147,59,536,54,85,78
2021-04-14 22:44:35,2021-04-16 01:16:23,UTC+02:00,95,49,86,,,10.3,2307,144,73,2021-04-14 22:44:35,2021-04-15 07:00:42,82,13.4,479,495,154,117,208,16,586,103,96,67
2021-04-14 01:43:01,2021-04-14 22:44:35,UTC+02:00,38,58,59,,,10.6,1940,135,79,2021-04-14 01:43:01,2021-04-14 07:31:10,56,14.3,321,346,140,80,101,25,573,86,93,76
2021-04-13 01:17:32,2021-04-14 01:43:01,UTC+02:00,31,56,50,,,11.4,2272,150,78,2021-04-13 01:17:32,2021-04-13 07:49:48,63,13.8,360,389,170,77,113,29,574,82,93,69
2021-04-12 00:33:15,2021-04-13 01:17:32,UTC+02:00,86,52,85,,,12.6,2462,150,78,2021-04-12 00:33:15,2021-04-12 07:01:14,65,13.8,352,386,202,30,120,34,544,68,91,70
2021-04-10 23:11:04,2021-04-12 00:33:15,UTC+02:00,43,53,59,,,8.1,2067,133,72,2021-04-10 23:11:04,2021-04-11 05:59:52,71,13.4,379,408,137,88,154,29,532,42,92,65
2021-04-09 23:41:03,2021-04-10 23:11:04,UTC+02:00,38,54,54,,,12.3,2282,163,72,2021-04-09 23:41:03,2021-04-10 08:16:12,86,13.7,476,514,155,133,188,38,554,46,92,57
2021-04-08 22:11:21,2021-04-09 23:41:03,UTC+02:00,59,50,67,,,15.2,2745,173,70,2021-04-08 22:11:21,2021-04-09 06:01:28,80,13.5,424,468,174,105,145,44,528,46,90,82
2021-04-07 22:37:19,2021-04-08 22:11:21,UTC+02:00,38,52,56,,,9.9,2123,174,66,2021-04-07 22:37:19,2021-04-08 06:05:03,80,13.6,418,442,154,112,152,24,525,3,94,72
2021-04-06 19:38:29,2021-04-07 22:37:19,UTC+02:00,70,50,67,,,17.3,2934,190,72,2021-04-06 19:38:29,2021-04-07 06:00:33,99,13.7,549,621,284,94,171,72,556,56,88,51
2021-04-05 22:49:59,2021-04-06 19:38:29,UTC+02:00,91,48,81,,,14.1,2300,168,70,2021-04-05 22:49:59,2021-04-06 06:05:42,76,13.7,408,430,143,104,161,22,534,18,95,82
2021-04-04 22:18:36,2021-04-05 22:49:59,UTC+02:00,72,48,71,,,16.4,2465,189,65,2021-04-04 22:18:36,2021-04-05 07:05:00,94,13.6,479,525,247,110,122,46,511,36,91,76
2021-04-04 00:07:30,2021-04-04 22:18:36,UTC+02:00,95,47,84,,,7.0,1811,147,64,2021-04-04 00:07:30,2021-04-04 08:02:27,88,13.4,447,472,224,97,126,25,509,36,94,79
2021-04-02 23:14:44,2021-04-04 00:07:30,UTC+02:00,54,48,63,,,5.4,1893,125,62,2021-04-02 23:14:44,2021-04-03 07:59:58,88,13.7,490,525,181,124,185,35,555,68,93,80
2021-04-01 23:27:39,2021-04-02 23:14:44,UTC+02:00,43,50,58,,,11.6,2184,174,68,2021-04-01 23:27:39,2021-04-02 06:32:14,71,13.6,397,422,191,63,143,25,560,56,94,86
2021-03-31 22:46:56,2021-04-01 23:27:39,UTC+02:00,75,50,72,,,14.6,2591,170,71,2021-03-31 22:46:56,2021-04-01 06:51:25,76,14.0,423,484,214,92,117,61,558,56,87,87
2021-03-30 22:44:46,2021-03-31 22:46:56,UTC+02:00,49,53,66,,,14.4,2645,180,72,2021-03-30 22:44:46,2021-03-31 06:31:37,76,14.0,443,465,262,71,110,22,581,45,95,81
2021-03-29 22:41:41,2021-03-30 22:44:46,UTC+02:00,59,51,67,,,19.3,3243,191,76,2021-03-29 22:41:41,2021-03-30 07:03:09,85,13.9,461,501,262,75,124,40,543,53,92,73
2021-03-28 22:23:53,2021-03-29 22:41:41,UTC+02:00,88,49,79,,,12.0,2358,154,71,2021-03-28 22:23:53,2021-03-29 06:09:31,77,13.7,409,465,215,74,120,56,528,48,87,73
2021-03-27 23:00:06,2021-03-28 21:23:53,UTC+01:00,88,49,80,,,9.4,1985,136,69,2021-03-27 23:00:06,2021-03-28 07:02:43,84,13.6,450,473,204,77,169,23,537,61,95,80
2021-03-26 23:43:00,2021-03-27 23:00:06,UTC+01:00,55,53,68,,,8.1,1947,155,66,2021-03-26 23:43:00,2021-03-27 07:40:28,74,13.5,419,476,119,115,185,57,569,51,88,72
2021-03-25 22:50:42,2021-03-26 23:43:00,UTC+01:00,51,52,65,,,16.7,2562,188,69,2021-03-25 22:50:42,2021-03-26 06:30:13,83,13.4,432,459,201,97,134,27,523,51,94,83
2021-03-24 21:59:42,2021-03-25 22:50:42,UTC+01:00,54,55,64,,,4.1,1817,113,65,2021-03-24 21:59:42,2021-03-25 06:00:17,83,13.6,461,480,219,92,150,19,554,54,96,79
2021-03-23 22:21:17,2021-03-24 21:59:42,UTC+01:00,86,52,77,,,14.0,2403,190,72,2021-03-23 22:21:17,2021-03-24 06:32:04,82,13.7,460,480,237,122,101,20,562,56,95,72
2021-03-23 00:01:06,2021-03-23 22:21:17,UTC+01:00,88,52,81,,,14.9,2408,176,73,2021-03-23 00:01:06,2021-03-23 07:00:13,76,14.1,406,418,152,75,179,12,531,9,97,69
2021-03-21 21:00:20,2021-03-23 00:01:06,UTC+01:00,84,50,72,,,17.3,3009,188,73,2021-03-21 21:00:20,2021-03-22 06:30:31,97,13.9,523,569,251,89,183,46,541,66,91,58
2021-03-20 23:55:53,2021-03-21 21:00:20,UTC+01:00,63,49,65,,,7.0,1729,155,65,2021-03-20 23:55:53,2021-03-21 07:55:09,78,13.8,441,476,191,95,155,35,568,93,92,70
2021-03-20 01:59:57,2021-03-20 23:55:53,UTC+01:00,82,51,75,,,6.6,1744,140,68,2021-03-20 01:59:57,2021-03-20 08:00:57,60,13.7,332,360,113,98,121,28,553,45,93,50
2021-03-18 22:38:26,2021-03-20 01:59:57,UTC+01:00,61,50,65,,,15.3,2797,182,68,2021-03-18 22:38:26,2021-03-19 06:24:27,85,13.7,446,465,215,76,155,19,524,39,95,91
2021-03-17 22:06:15,2021-03-18 22:38:26,UTC+01:00,57,51,63,,,10.9,2247,168,66,2021-03-17 22:06:15,2021-03-18 06:45:00,87,13.9,472,518,192,108,172,46,546,57,91,85
2021-03-16 22:32:50,2021-03-17 22:06:15,UTC+01:00,65,52,67,,,12.0,2286,155,70,2021-03-16 22:32:50,2021-03-17 06:59:26,81,13.8,468,506,224,97,147,38,576,61,92,83
2021-03-15 23:31:36,2021-03-16 22:32:50,UTC+01:00,60,52,68,,,16.4,2638,177,75,2021-03-15 23:31:36,2021-03-16 06:32:38,74,13.3,396,421,218,57,121,25,537,39,94,82
2021-03-14 22:31:40,2021-03-15 23:31:36,UTC+01:00,56,51,62,,,13.7,2426,186,70,2021-03-14 22:31:40,2021-03-15 07:02:00,87,13.9,464,508,192,111,161,44,534,57,91,77
2021-03-13 23:30:31,2021-03-14 22:31:40,UTC+01:00,51,52,62,,,8.2,1937,155,65,2021-03-13 23:30:31,2021-03-14 07:31:43,81,14.1,443,480,222,75,146,37,545,72,92,72
2021-03-13 01:14:12,2021-03-13 23:30:31,UTC+01:00,61,52,66,,,4.8,1674,136,64,2021-03-13 01:14:12,2021-03-13 08:01:52,69,14.1,389,405,183,47,159,16,564,42,96,60
2021-03-11 22:33:47,2021-03-13 01:14:12,UTC+01:00,94,50,83,,,17.2,2935,188,73,2021-03-11 22:33:47,2021-03-12 06:35:13,82,13.6,444,478,219,78,147,34,544,51,92,74
2021-03-10 21:46:30,2021-03-11 22:33:47,UTC+01:00,52,51,62,,,12.8,2482,165,70,2021-03-10 21:46:30,2021-03-11 06:16:04,83,13.8,467,509,264,76,127,42,561,68,91,69
2021-03-10 00:15:49,2021-03-10 21:46:30,UTC+01:00,50,50,61,,,12.9,2272,153,72,2021-03-10 00:15:49,2021-03-10 07:09:09,71,13.8,390,410,125,97,168,20,550,77,95,87
2021-03-09 00:41:24,2021-03-10 00:15:49,UTC+01:00,67,50,71,,,4.8,1763,139,65,2021-03-09 00:41:24,2021-03-09 07:31:04,67,13.8,381,409,194,60,127,28,565,39,93,78
2021-03-07 23:34:00,2021-03-09 00:41:24,UTC+01:00,93,48,85,,,17.7,3165,191,77,2021-03-07 23:34:00,2021-03-08 07:02:50,83,13.7,407,448,139,95,173,41,489,15,91,83
2021-03-06 23:15:37,2021-03-07 23:34:00,UTC+01:00,54,55,62,,,6.7,1939,130,64,2021-03-06 23:15:37,2021-03-07 08:03:59,95,13.5,499,528,163,131,205,29,526,37,94,82
2021-03-05 23:19:13,2021-03-06 23:15:37,UTC+01:00,54,53,62,,,11.9,2303,159,69,2021-03-05 23:19:13,2021-03-06 07:33:02,84,13.8,447,486,245,99,103,39,530,33,91,79
2021-03-04 22:01:58,2021-03-05 23:19:13,UTC+01:00,86,52,78,,,13.5,2596,166,73,2021-03-04 22:01:58,2021-03-05 07:04:40,89,13.6,491,538,240,108,143,47,550,42,91,84
2021-03-03 22:48:30,2021-03-04 22:01:58,UTC+01:00,57,49,62,,,15.2,2574,171,73,2021-03-03 22:48:30,2021-03-04 06:32:11,86,13.5,444,463,204,86,154,19,516,42,96,81
2021-03-02 22:29:45,2021-03-03 22:48:30,UTC+01:00,74,52,71,,,6.1,1885,133,64,2021-03-02 22:29:45,2021-03-03 06:36:25,86,13.6,444,480,213,106,125,36,519,0,92,72
2021-03-01 20:39:58,2021-03-02 22:29:45,UTC+01:00,83,49,76,,,16.8,2822,185,71,2021-03-01 20:39:58,2021-03-02 06:34:17,100,13.7,536,588,230,111,195,52,500,9,91,64
2021-02-28 21:01:55,2021-03-01 20:39:58,UTC+01:00,90,49,79,,,12.5,2203,181,70,2021-02-28 21:01:55,2021-03-01 06:36:55,97,13.6,513,574,217,95,201,61,529,46,89,61
2021-02-27 23:33:27,2021-02-28 21:01:55,UTC+01:00,34,53,51,,,10.2,1973,154,68,2021-02-27 23:33:27,2021-02-28 07:27:52,80,13.6,450,474,203,74,173,24,565,89,94,67
2021-02-27 01:53:27,2021-02-27 23:33:27,UTC+01:00,53,54,66,,,7.8,1820,162,67,2021-02-27 01:53:27,2021-02-27 08:15:39,62,13.9,358,381,244,37,77,23,576,44,94,47
2021-02-25 22:41:36,2021-02-27 01:53:27,UTC+01:00,67,51,69,,,18.6,3449,186,77,2021-02-25 22:41:36,2021-02-26 07:14:04,81,13.7,435,512,187,94,154,77,537,44,85,79
2021-02-24 22:01:10,2021-02-25 22:41:36,UTC+01:00,89,54,84,,,12.7,2365,158,69,2021-02-24 22:01:10,2021-02-25 06:01:51,81,13.7,460,478,215,96,149,18,565,37,96,74
2021-02-23 22:04:38,2021-02-24 22:01:10,UTC+01:00,52,49,65,,,18.0,2892,187,73,2021-02-23 22:04:38,2021-02-24 05:45:40,84,13.4,422,460,189,71,162,38,504,30,91,77
2021-02-22 22:16:00,2021-02-23 22:04:38,UTC+01:00,76,49,72,,,5.9,1854,157,62,2021-02-22 22:16:00,2021-02-23 07:01:56,87,13.6,485,525,198,106,181,40,559,42,92,68
2021-02-21 23:33:02,2021-02-22 22:16:00,UTC+01:00,67,51,70,,,16.6,2585,187,71,2021-02-21 23:33:02,2021-02-22 07:00:20,82,13.8,428,446,180,88,160,18,520,42,96,69
2021-02-21 00:37:14,2021-02-21 23:33:02,UTC+01:00,74,50,73,,,8.4,1921,163,65,2021-02-21 00:37:14,2021-02-21 08:38:48,82,13.8,432,480,203,86,143,48,524,49,90,63
2021-02-20 00:47:22,2021-02-21 00:37:14,UTC+01:00,65,52,71,,,7.2,1921,154,65,2021-02-20 00:47:22,2021-02-20 08:01:48,79,13.7,406,432,200,70,136,26,511,0,93,53
2021-02-18 20:56:11,2021-02-20 00:47:22,UTC+01:00,78,52,70,,,15.7,2841,192,71,2021-02-18 20:56:11,2021-02-19 07:00:15,100,13.9,542,604,302,95,145,62,480,0,89,88
