Cycle start time,Cycle end time,Sleep onset,Wake onset,Respiratory rate (rpm),Asleep duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep debt (min)
2021-02-28 21:01:55,2021-03-01 20:39:58,2021-02-28 21:01:55,2021-03-01 06:36:55,13.6,513,217,95,201,61,46
2021-02-27 23:33:27,2021-02-28 21:01:55,2021-02-27 23:33:27,2021-02-28 07:27:52,13.6,450,203,74,173,24,89
2021-02-27 01:53:27,2021-02-27 23:33:27,2021-02-27 01:53:27,2021-02-27 08:15:39,13.9,358,244,37,77,23,44
2021-02-25 22:41:36,2021-02-27 01:53:27,2021-02-25 22:41:36,2021-02-26 07:14:04,13.7,435,187,94,154,77,44
2021-02-24 22:01:10,2021-02-25 22:41:36,2021-02-24 22:01:10,2021-02-25 06:01:51,13.7,460,215,96,149,18,37
2021-02-23 22:04:38,2021-02-24 22:01:10,2021-02-23 22:04:38,2021-02-24 05:45:40,13.4,422,189,71,162,38,30
2021-02-22 22:16:00,2021-02-23 22:04:38,2021-02-22 22:16:00,2021-02-23 07:01:56,13.6,485,198,106,181,40,42
2021-02-21 23:33:02,2021-02-22 22:16:00,2021-02-21 23:33:02,2021-02-22 07:00:20,13.8,428,180,88,160,18,42
2021-02-21 00:37:14,2021-02-21 23:33:02,2021-02-21 00:37:14,2021-02-21 08:38:48,13.8,432,203,86,143,48,49
2021-02-20 00:47:22,2021-02-21 00:37:14,2021-02-20 00:47:22,2021-02-20 08:01:48,13.7,406,200,70,136,26,0
2021-02-18 20:56:11,2021-02-20 00:47:22,2021-02-18 20:56:11,2021-02-19 07:00:15,13.9,542,302,95,145,62,0
2021-02-17 21:16:32,2021-02-18 20:56:11,2021-02-17 21:16:32,2021-02-18 07:00:27,13.8,541,305,96,140,42,0
2021-02-16 21:24:01,2021-02-17 21:16:32,2021-02-16 21:24:01,2021-02-17 07:03:56,13.7,525,240,115,170,50,0
2021-02-15 21:31:52,2021-02-16 21:24:01,2021-02-15 21:31:52,2021-02-16 07:18:33,13.7,541,262,113,166,42,37
2021-02-14 23:40:12,2021-02-15 21:31:52,2021-02-14 23:40:12,2021-02-15 07:02:41,13.7,401,177,97,127,37,6
2021-02-13 23:37:34,2021-02-14 23:40:12,2021-02-13 23:37:34,2021-02-14 08:32:43,13.6,497,239,87,171,37,28
2021-02-12 23:48:52,2021-02-13 23:37:34,2021-02-12 23:48:52,2021-02-13 08:11:59,13.9,467,192,85,190,36,9
2021-02-11 21:42:09,2021-02-12 23:48:52,2021-02-11 21:42:09,2021-02-12 07:25:55,13.5,532,208,134,190,47,37
2021-02-10 23:10:21,2021-02-11 21:42:09,2021-02-10 23:10:21,2021-02-11 07:11:07,13.5,447,222,76,149,33,30
2021-02-09 22:31:59,2021-02-10 23:10:21,2021-02-09 22:31:59,2021-02-10 07:16:21,13.7,463,161,102,200,57,12
2021-02-08 22:52:12,2021-02-09 22:31:59,2021-02-08 22:52:12,2021-02-09 07:15:42,13.6,478,212,109,157,24,24
2021-02-07 22:59:42,2021-02-08 22:52:12,2021-02-07 22:59:42,2021-02-08 07:59:34,13.7,493,245,93,155,46,58
2021-02-07 01:27:31,2021-02-07 22:59:42,2021-02-07 01:27:31,2021-02-07 08:31:44,13.9,399,183,73,143,25,54
2021-02-06 00:33:04,2021-02-07 01:27:31,2021-02-06 00:33:04,2021-02-06 07:45:58,13.7,404,210,86,108,28,12
2021-02-04 22:24:36,2021-02-06 00:33:04,2021-02-04 22:24:36,2021-02-05 07:05:00,13.7,466,195,125,146,54,0
2021-02-03 21:18:52,2021-02-04 22:24:36,2021-02-03 21:18:52,2021-02-04 08:00:16,13.8,590,275,116,199,51,35
2021-02-03 00:28:20,2021-02-03 21:18:52,2021-02-03 00:28:20,2021-02-03 08:07:55,13.4,425,145,106,174,34,27
2021-02-01 22:32:46,2021-02-03 00:28:20,2021-02-01 22:32:46,2021-02-02 07:02:25,13.7,470,180,118,172,37,3
2021-01-31 22:22:15,2021-02-01 22:32:46,2021-01-31 22:22:15,2021-02-01 08:00:40,13.6,503,189,107,207,58,37
2021-01-30 23:05:54,2021-01-31 22:22:15,2021-01-30 23:05:54,2021-01-31 07:31:07,13.5,458,219,70,169,46,49
2021-01-30 01:14:12,2021-01-30 23:05:54,2021-01-30 01:14:12,2021-01-30 08:06:57,13.5,375,162,73,140,37,0
2021-01-28 22:19:34,2021-01-30 01:14:12,2021-01-28 22:19:34,2021-01-29 07:33:15,13.8,501,177,140,184,51,0
2021-01-27 21:19:26,2021-01-28 22:19:34,2021-01-27 21:19:26,2021-01-28 06:59:02,13.8,538,270,125,143,41,131
2021-01-26 22:32:35,2021-01-27 21:19:26,2021-01-26 22:32:35,2021-01-27 02:31:35,13.5,222,119,45,58,16,12
2021-01-25 22:29:28,2021-01-26 22:32:35,2021-01-25 22:29:28,2021-01-26 07:16:43,13.5,485,203,108,174,34,0
2021-01-24 22:33:26,2021-01-25 22:29:28,2021-01-24 22:33:26,2021-01-25 08:06:35,13.8,540,235,121,184,31,68
2021-01-24 02:55:39,2021-01-24 22:33:26,2021-01-24 02:55:39,2021-01-24 09:59:47,13.8,382,174,92,116,38,58
2021-01-22 23:24:19,2021-01-24 02:55:39,2021-01-22 23:24:19,2021-01-23 07:15:36,13.9,413,178,95,140,55,21
2021-01-21 22:59:22,2021-01-22 23:24:19,2021-01-21 22:59:22,2021-01-22 07:59:50,14.1,457,238,94,125,83,18
2021-01-20 22:44:03,2021-01-21 22:59:22,2021-01-20 22:44:03,2021-01-21 07:34:47,13.8,489,254,105,130,41,30
2021-01-19 22:44:53,2021-01-20 22:44:03,2021-01-19 22:44:53,2021-01-20 07:36:37,13.7,492,176,134,182,37,24
2021-01-18 22:47:51,2021-01-19 22:44:53,2021-01-18 22:47:51,2021-01-19 07:32:49,13.9,479,213,103,163,39,15
2021-01-17 22:57:31,2021-01-18 22:47:51,2021-01-17 22:57:31,2021-01-18 08:08:36,13.7,522,185,133,204,24,75
2021-01-17 00:23:10,2021-01-17 22:57:31,2021-01-17 00:23:10,2021-01-17 08:16:02,13.7,430,182,85,163,41,140
2021-01-16 03:25:28,2021-01-17 00:23:10,2021-01-16 03:25:28,2021-01-16 07:00:29,13.5,207,102,34,71,7,37
2021-01-14 23:31:04,2021-01-16 03:25:28,2021-01-14 23:31:04,2021-01-15 07:01:11,13.9,424,203,94,127,24,33
2021-01-13 22:18:07,2021-01-14 23:31:04,2021-01-13 22:18:07,2021-01-14 06:01:22,13.5,441,184,81,176,20,6
2021-01-12 22:44:28,2021-01-13 22:18:07,2021-01-12 22:44:28,2021-01-13 08:00:47,13.7,508,219,102,187,47,36
2021-01-11 21:52:14,2021-01-12 22:44:28,2021-01-11 21:52:14,2021-01-12 06:45:43,13.7,496,210,87,199,36,54
2021-01-10 23:49:07,2021-01-11 21:52:14,2021-01-10 23:49:07,2021-01-11 06:33:31,13.4,383,162,91,130,21,82
2021-01-10 00:10:44,2021-01-10 23:49:07,2021-01-10 00:10:44,2021-01-10 06:16:14,13.6,328,186,60,82,15,30
2021-01-09 01:07:55,2021-01-10 00:10:44,2021-01-09 01:07:55,2021-01-09 08:38:36,13.5,420,169,84,167,30,9
